user,mode,dt,d_km,slope,t_a,t_b,lat_a,lng_a,lat_b,lng_b,near_frontier,reach_frac
3,walking,4.0,0.32,12.5,73.0,77.0,51.57431,-0.06278,51.5741,-0.0674,False,0.302
0,cycling,4.0,0.32,12.5,60.0,56.0,51.49276,-0.10796,51.49254,-0.11258,False,0.677
0,cycling,4.0,0.321,12.5,25.0,21.0,51.4254,-0.13093,51.42518,-0.13554,False,0.677
3,walking,4.0,0.324,12.4,81.0,85.0,51.58642,0.02996,51.58914,0.03163,False,0.302
3,walking,4.0,0.324,12.3,83.0,79.0,51.55524,-0.07441,51.55797,-0.07275,False,0.302
0,cycling,4.0,0.32,12.5,72.0,68.0,51.50886,-0.16099,51.50907,-0.15637,False,0.677
0,cycling,4.0,0.347,11.5,78.0,74.0,51.51014,-0.13329,51.50763,-0.13033,False,0.677
1,cycling,4.0,0.32,12.5,117.0,113.0,51.49404,-0.02197,51.49425,-0.01736,True,0.838
1,cycling,4.0,0.324,12.3,33.0,29.0,51.50167,-0.20125,51.5044,-0.19959,False,0.838
2,transit,4.0,0.32,12.5,58.0,54.0,51.55083,-0.11303,51.55062,-0.11765,False,1.0
2,transit,4.0,0.346,11.5,63.0,67.0,51.55524,-0.07441,51.55776,-0.07737,False,1.0
0,cycling,4.0,0.346,11.5,78.0,74.0,51.48461,-0.05462,51.48712,-0.05758,False,0.677
3,walking,4.0,0.324,12.3,97.0,93.0,51.5345,-0.06461,51.53722,-0.06295,False,0.302
3,walking,4.0,0.346,11.5,69.0,65.0,51.54833,-0.05169,51.55084,-0.05464,False,0.302
3,walking,4.0,0.32,12.5,86.0,90.0,51.53574,0.02141,51.53594,0.02603,False,0.302
3,walking,4.0,0.32,12.5,118.0,114.0,51.57758,0.06946,51.57738,0.06485,True,0.302
3,walking,4.0,0.32,12.5,80.0,84.0,51.57138,-0.06906,51.57117,-0.07368,False,0.302
3,walking,4.0,0.32,12.5,115.0,111.0,51.54807,0.06037,51.54786,0.05575,True,0.302
3,walking,4.0,0.346,11.6,76.0,72.0,51.5437,0.02179,51.54621,0.01884,False,0.302
3,walking,4.0,0.346,11.5,112.0,108.0,51.51731,-0.0347,51.51983,-0.03765,True,0.302
0,cycling,4.0,0.324,12.3,88.0,84.0,51.52002,-0.09138,51.5173,-0.09304,False,0.677
3,walking,4.0,0.346,11.6,80.0,84.0,51.56296,0.03806,51.56044,0.04101,False,0.302
2,transit,4.0,0.347,11.5,86.0,82.0,51.46891,-0.2211,51.4664,-0.21814,False,1.0
2,transit,4.0,0.346,11.5,67.0,71.0,51.54913,-0.14999,51.55164,-0.15295,False,1.0
2,transit,4.0,0.32,12.5,64.0,60.0,51.4896,-0.11885,51.48982,-0.11424,False,1.0
2,transit,4.0,0.347,11.5,78.0,74.0,51.46878,-0.16736,51.4713,-0.17032,False,1.0
3,walking,4.0,0.324,12.3,96.0,92.0,51.53198,-0.06165,51.53471,-0.05999,False,0.302
3,walking,4.0,0.32,12.5,116.0,120.0,51.5286,0.03949,51.52881,0.0441,True,0.302
0,cycling,4.0,0.321,12.5,65.0,69.0,51.50102,-0.21511,51.50124,-0.21049,False,0.677
0,cycling,4.0,0.324,12.3,65.0,69.0,51.50102,-0.21511,51.50375,-0.21345,False,0.677
0,cycling,4.0,0.347,11.5,45.0,49.0,51.45606,-0.09888,51.45857,-0.10183,False,0.677
3,walking,4.0,0.324,12.3,93.0,89.0,51.55231,-0.08069,51.55503,-0.07903,False,0.302
3,walking,4.0,0.32,12.5,33.0,37.0,51.5745,0.00022,51.57471,0.00483,False,0.302
0,cycling,4.0,0.32,12.5,111.0,107.0,51.54413,-0.08567,51.54434,-0.08105,True,0.677
3,walking,4.0,0.324,12.3,110.0,106.0,51.5194,0.01144,51.52212,0.0131,True,0.302
3,walking,4.0,0.324,12.4,105.0,101.0,51.54473,0.04486,51.54745,0.04653,False,0.302
0,cycling,4.0,0.347,11.5,34.0,30.0,51.46181,-0.20298,51.45929,-0.20002,False,0.677
3,walking,4.0,0.324,12.3,87.0,91.0,51.56299,-0.07867,51.56027,-0.08033,False,0.302
2,transit,4.0,0.346,11.6,52.0,56.0,51.5514,0.07587,51.54888,0.07882,False,1.0
2,transit,4.0,0.32,12.5,54.0,58.0,51.57389,-0.07202,51.5741,-0.0674,False,1.0
2,transit,4.0,0.324,12.3,59.0,55.0,51.55628,-0.10971,51.55355,-0.11137,False,1.0
2,transit,4.0,0.32,12.5,34.0,38.0,51.58601,0.02073,51.58621,0.02534,False,1.0
1,cycling,4.0,0.347,11.5,69.0,65.0,51.47237,-0.14725,51.47489,-0.15021,False,0.838
2,transit,4.0,0.347,11.5,66.0,62.0,51.44321,-0.14701,51.44573,-0.14997,False,1.0
2,transit,4.0,0.324,12.3,68.0,72.0,51.48976,-0.17258,51.48703,-0.17424,False,1.0
3,walking,4.0,0.324,12.3,96.0,100.0,51.55482,-0.08365,51.5521,-0.08531,False,0.302
0,cycling,4.0,0.346,11.5,89.0,85.0,51.52399,-0.12038,51.52148,-0.11742,False,0.677
0,cycling,4.0,0.347,11.5,68.0,64.0,51.50634,-0.15803,51.50383,-0.15507,False,0.677
0,cycling,4.0,0.347,11.5,68.0,72.0,51.50634,-0.15803,51.50886,-0.16099,False,0.677
0,cycling,4.0,0.324,12.3,69.0,73.0,51.50367,-0.10133,51.50639,-0.09967,False,0.677
3,walking,4.0,0.32,12.5,108.0,104.0,51.52567,0.03321,51.52547,0.0286,False,0.302
0,cycling,4.0,0.347,11.5,97.0,101.0,51.53356,-0.19986,51.53607,-0.20283,False,0.677
3,walking,4.0,0.346,11.6,91.0,87.0,51.55541,0.04691,51.55792,0.04396,False,0.302
3,walking,4.0,0.346,11.6,114.0,110.0,51.52588,0.03782,51.52839,0.03488,True,0.302
3,walking,4.0,0.324,12.3,96.0,92.0,51.56006,-0.08495,51.56278,-0.08329,False,0.302
0,cycling,4.0,0.32,12.5,44.0,40.0,51.45354,-0.09592,51.45333,-0.10053,False,0.677
3,walking,4.0,0.32,12.5,59.0,63.0,51.59001,-0.00827,51.59021,-0.00365,False,0.302
2,transit,4.0,0.347,11.5,65.0,61.0,51.47553,-0.13636,51.47805,-0.13932,False,1.0
2,transit,4.0,0.324,12.3,68.0,64.0,51.55078,-0.17144,51.55351,-0.16978,False,1.0
2,transit,4.0,0.32,12.5,67.0,71.0,51.47936,-0.05333,51.47958,-0.04872,False,1.0
1,cycling,4.0,0.32,12.5,93.0,89.0,51.5433,-0.04578,51.54309,-0.05039,False,0.838
2,transit,4.0,0.32,12.5,77.0,81.0,51.463,-0.06328,51.46322,-0.05867,False,1.0
2,transit,4.0,0.346,11.5,77.0,73.0,51.463,-0.06328,51.46552,-0.06624,False,1.0
3,walking,4.0,0.32,12.5,106.0,102.0,51.52045,-0.02381,51.52066,-0.01919,False,0.302
0,cycling,4.0,0.32,12.5,117.0,113.0,51.50746,-0.01828,51.50725,-0.02289,True,0.677
3,walking,4.0,0.346,11.6,81.0,85.0,51.55772,0.03934,51.5552,0.04229,False,0.302
3,walking,4.0,0.324,12.4,65.0,61.0,51.59231,-0.01585,51.58959,-0.01751,False,0.302
0,cycling,4.0,0.321,12.5,34.0,30.0,51.46181,-0.20298,51.46202,-0.19837,False,0.677
0,cycling,4.0,0.347,11.5,74.0,78.0,51.51496,-0.14382,51.51747,-0.14678,False,0.677
0,cycling,4.0,0.32,12.5,75.0,79.0,51.48985,-0.05592,51.49006,-0.0513,False,0.677
1,cycling,4.0,0.346,11.5,52.0,56.0,51.55313,-0.12061,51.55564,-0.12357,False,0.838
1,cycling,4.0,0.346,11.5,68.0,72.0,51.5544,-0.09289,51.55189,-0.08993,False,0.838
1,cycling,4.0,0.325,12.3,97.0,93.0,51.42367,-0.16781,51.4264,-0.16616,False,0.838
2,transit,4.0,0.32,12.5,63.0,59.0,51.4919,-0.12642,51.49212,-0.12181,False,1.0
2,transit,4.0,0.347,11.5,74.0,78.0,51.47424,-0.16405,51.47676,-0.16701,False,1.0
2,transit,4.0,0.32,12.5,48.0,52.0,51.5345,-0.06461,51.53429,-0.06923,False,1.0
0,cycling,4.0,0.347,11.5,65.0,61.0,51.4937,-0.2016,51.49119,-0.19863,False,0.677
0,cycling,4.0,0.32,12.5,68.0,72.0,51.50864,-0.16561,51.50886,-0.16099,False,0.677
3,walking,4.0,0.32,12.5,111.0,107.0,51.54392,-0.09029,51.54413,-0.08567,True,0.302
3,walking,4.0,0.324,12.3,111.0,107.0,51.54392,-0.09029,51.54665,-0.08863,True,0.302
3,walking,4.0,0.32,12.5,61.0,57.0,51.54351,-0.04116,51.54372,-0.03654,False,0.302
0,cycling,4.0,0.324,12.3,68.0,72.0,51.50864,-0.16561,51.51137,-0.16395,False,0.677
0,cycling,4.0,0.347,11.5,56.0,52.0,51.48602,-0.13897,51.4835,-0.13601,False,0.677
3,walking,4.0,0.346,11.6,45.0,49.0,51.56172,0.01036,51.5592,0.01331,False,0.302
3,walking,4.0,0.324,12.4,45.0,49.0,51.57974,-0.00107,51.58246,0.00059,False,0.302
1,cycling,4.0,0.32,12.5,100.0,104.0,51.5148,-0.03175,51.51501,-0.02713,False,0.838
1,cycling,4.0,0.347,11.5,8.0,4.0,51.52515,-0.20945,51.52767,-0.21242,False,0.838
1,cycling,4.0,0.32,12.5,67.0,63.0,51.56948,-0.11065,51.56927,-0.11527,False,0.838
2,transit,4.0,0.32,12.5,65.0,61.0,51.54661,-0.14702,51.54683,-0.1424,False,1.0
2,transit,4.0,0.324,12.3,65.0,61.0,51.54661,-0.14702,51.54389,-0.14868,False,1.0
2,transit,4.0,0.32,12.5,48.0,52.0,51.50348,-0.04762,51.50369,-0.043,False,1.0
0,cycling,4.0,0.347,11.5,36.0,32.0,51.46159,-0.2076,51.45908,-0.20463,False,0.677
0,cycling,4.0,0.324,12.3,86.0,90.0,51.52693,-0.1141,51.52966,-0.11244,False,0.677
0,cycling,4.0,0.32,12.5,52.0,56.0,51.47221,-0.09354,51.47243,-0.08893,False,0.677
0,cycling,4.0,0.324,12.3,27.0,31.0,51.45456,-0.13116,51.45729,-0.12951,False,0.677
3,walking,4.0,0.324,12.3,112.0,108.0,51.54643,-0.09325,51.54916,-0.09159,True,0.302
3,walking,4.0,0.346,11.6,57.0,53.0,51.58518,0.00225,51.58267,0.00521,False,0.302
3,walking,4.0,0.346,11.6,42.0,46.0,51.559,0.0087,51.55648,0.01165,False,0.302
3,walking,4.0,0.346,11.5,116.0,120.0,51.51878,-0.06073,51.51626,-0.05777,True,0.302
3,walking,4.0,0.324,12.3,57.0,61.0,51.54372,-0.03654,51.54099,-0.03821,False,0.302
0,cycling,4.0,0.347,11.5,111.0,107.0,51.54023,-0.22725,51.53772,-0.22428,True,0.677
0,cycling,4.0,0.325,12.3,20.0,24.0,51.4205,-0.17869,51.41777,-0.18034,False,0.677
3,walking,4.0,0.32,12.5,109.0,105.0,51.52402,-0.06202,51.52423,-0.0574,False,0.302
1,cycling,4.0,0.324,12.3,26.0,22.0,51.52961,-0.17083,51.52688,-0.17249,False,0.838
2,transit,4.0,0.346,11.6,30.0,34.0,51.58349,0.02368,51.58601,0.02073,False,1.0
2,transit,4.0,0.321,12.5,71.0,67.0,51.4407,-0.14405,51.44048,-0.14866,False,1.0
3,walking,4.0,0.324,12.3,48.0,52.0,51.54518,-0.00423,51.54245,-0.0059,False,0.302
0,cycling,4.0,0.346,11.5,94.0,98.0,51.52923,-0.12168,51.53174,-0.12464,False,0.677
0,cycling,4.0,0.346,11.5,93.0,97.0,51.50369,-0.043,51.5062,-0.04596,False,0.677
3,walking,4.0,0.324,12.3,105.0,109.0,51.57305,-0.0905,51.57033,-0.09216,False,0.302
3,walking,4.0,0.32,12.5,57.0,53.0,51.58287,0.00983,51.58267,0.00521,False,0.302
3,walking,4.0,0.346,11.6,57.0,53.0,51.58287,0.00983,51.58036,0.01278,False,0.302
3,walking,4.0,0.32,12.5,76.0,72.0,51.54642,0.02346,51.54621,0.01884,False,0.302
0,cycling,4.0,0.324,12.3,105.0,109.0,51.53793,-0.21966,51.54066,-0.21801,True,0.677
3,walking,4.0,0.346,11.6,35.0,39.0,51.55021,-0.01014,51.54769,-0.00719,False,0.302
3,walking,4.0,0.324,12.3,66.0,70.0,51.54078,-0.04282,51.53806,-0.04448,False,0.302
2,transit,4.0,0.346,11.6,32.0,36.0,51.57758,0.06946,51.57507,0.07241,False,1.0
1,cycling,4.0,0.347,11.5,56.0,52.0,51.48559,-0.1482,51.4881,-0.15116,False,0.838
1,cycling,4.0,0.32,12.5,61.0,65.0,51.48687,-0.12051,51.48709,-0.11589,False,0.838
2,transit,4.0,0.32,12.5,62.0,66.0,51.55377,-0.10675,51.55398,-0.10213,False,1.0
3,walking,4.0,0.32,12.5,60.0,56.0,51.55417,0.01922,51.55397,0.0146,False,0.302
0,cycling,4.0,0.324,12.3,88.0,92.0,51.52254,-0.09433,51.52526,-0.09267,False,0.677
0,cycling,4.0,0.346,11.5,88.0,92.0,51.52254,-0.09433,51.52505,-0.09729,False,0.677
0,cycling,4.0,0.324,12.3,74.0,78.0,51.51474,-0.14844,51.51747,-0.14678,False,0.677
3,walking,4.0,0.32,12.5,49.0,53.0,51.58246,0.00059,51.58267,0.00521,False,0.302
3,walking,4.0,0.32,12.5,39.0,43.0,51.54769,-0.00719,51.54748,-0.0118,False,0.302
3,walking,4.0,0.324,12.4,39.0,35.0,51.54769,-0.00719,51.55041,-0.00552,False,0.302
3,walking,4.0,0.32,12.5,103.0,107.0,51.57075,-0.08292,51.57054,-0.08754,False,0.302
3,walking,4.0,0.32,12.5,117.0,113.0,51.5412,-0.09195,51.54141,-0.08733,True,0.302
3,walking,4.0,0.32,12.5,60.0,64.0,51.55417,0.01922,51.55438,0.02383,False,0.302
3,walking,4.0,0.346,11.5,106.0,102.0,51.52025,-0.02842,51.52276,-0.03138,False,0.302
0,cycling,4.0,0.321,12.5,111.0,107.0,51.54023,-0.22725,51.54045,-0.22263,True,0.677
0,cycling,4.0,0.32,12.5,108.0,112.0,51.54874,-0.10083,51.54895,-0.09621,True,0.677
3,walking,4.0,0.32,12.5,111.0,115.0,51.5215,-0.05907,51.52129,-0.06368,True,0.302
2,transit,4.0,0.32,12.5,79.0,83.0,51.45921,-0.088,51.45943,-0.08339,False,1.0
2,transit,4.0,0.347,11.5,79.0,83.0,51.45921,-0.088,51.4567,-0.08504,False,1.0
1,cycling,4.0,0.32,12.5,104.0,100.0,51.46888,-0.05074,51.46867,-0.05535,False,0.838
0,cycling,4.0,0.347,11.5,45.0,49.0,51.48092,-0.1914,51.48343,-0.19436,False,0.677
0,cycling,4.0,0.32,12.5,87.0,91.0,51.50745,-0.0766,51.50724,-0.08121,False,0.677
3,walking,4.0,0.32,12.5,57.0,53.0,51.58015,0.00816,51.58036,0.01278,False,0.302
3,walking,4.0,0.346,11.6,57.0,53.0,51.58015,0.00816,51.58267,0.00521,False,0.302
3,walking,4.0,0.324,12.4,84.0,88.0,51.58139,0.03586,51.58411,0.03753,False,0.302
3,walking,4.0,0.32,12.5,70.0,66.0,51.55186,0.02678,51.55166,0.02217,False,0.302
0,cycling,4.0,0.347,11.5,34.0,30.0,51.46454,-0.20133,51.46202,-0.19837,False,0.677
0,cycling,4.0,0.32,12.5,69.0,73.0,51.50618,-0.10429,51.50639,-0.09967,False,0.677
0,cycling,4.0,0.347,11.5,73.0,69.0,51.51345,-0.17615,51.51094,-0.17319,False,0.677
0,cycling,4.0,0.324,12.3,92.0,96.0,51.52723,-0.22166,51.52996,-0.22001,False,0.677
0,cycling,4.0,0.321,12.5,45.0,49.0,51.48092,-0.1914,51.48114,-0.18678,False,0.677
3,walking,4.0,0.32,12.5,57.0,53.0,51.57281,0.02164,51.57261,0.01702,False,0.302
3,walking,4.0,0.346,11.6,57.0,61.0,51.57281,0.02164,51.5703,0.02459,False,0.302
2,transit,4.0,0.347,11.5,66.0,62.0,51.54891,-0.15461,51.5464,-0.15165,False,1.0
2,transit,4.0,0.324,12.3,44.0,40.0,51.50096,-0.04466,51.49824,-0.04632,False,1.0
2,transit,4.0,0.346,11.5,44.0,48.0,51.50096,-0.04466,51.50348,-0.04762,False,1.0
1,cycling,4.0,0.32,12.5,88.0,84.0,51.46446,-0.08929,51.46424,-0.0939,False,0.838
2,transit,4.0,0.324,12.3,64.0,60.0,51.48355,-0.07769,51.48627,-0.07603,False,1.0
2,transit,4.0,0.32,12.5,49.0,45.0,51.55629,-0.05132,51.55608,-0.05594,False,1.0
2,transit,4.0,0.32,12.5,36.0,32.0,51.57702,-0.00274,51.57681,-0.00736,False,1.0
0,cycling,4.0,0.324,12.3,40.0,36.0,51.46066,-0.11401,51.45793,-0.11567,False,0.677
0,cycling,4.0,0.321,12.5,80.0,76.0,51.51575,-0.18373,51.51597,-0.17911,False,0.677
0,cycling,4.0,0.324,12.3,80.0,76.0,51.51575,-0.18373,51.51302,-0.18539,False,0.677
0,cycling,4.0,0.324,12.3,80.0,84.0,51.5202,-0.14513,51.52292,-0.14347,False,0.677
3,walking,4.0,0.32,12.5,109.0,113.0,51.57033,-0.09216,51.57012,-0.09678,True,0.302
0,cycling,4.0,0.346,11.5,113.0,117.0,51.50997,-0.02123,51.50746,-0.01828,True,0.677
0,cycling,4.0,0.346,11.5,108.0,112.0,51.54747,-0.12854,51.54998,-0.13151,True,0.677
2,transit,4.0,0.321,12.5,62.0,66.0,51.443,-0.15162,51.44321,-0.14701,False,1.0
2,transit,4.0,0.347,11.5,68.0,72.0,51.48954,-0.1772,51.48703,-0.17424,False,1.0
2,transit,4.0,0.346,11.6,44.0,40.0,51.56439,0.07036,51.56691,0.06741,False,1.0
2,transit,4.0,0.347,11.5,64.0,68.0,51.54763,-0.18234,51.55014,-0.1853,False,1.0
0,cycling,4.0,0.347,11.5,81.0,77.0,51.51768,-0.14217,51.51517,-0.13921,False,0.677
0,cycling,4.0,0.32,12.5,55.0,51.0,51.47494,-0.09189,51.47473,-0.0965,False,0.677
3,walking,4.0,0.346,11.6,81.0,77.0,51.53281,0.01514,51.53532,0.01219,False,0.302
3,walking,4.0,0.32,12.5,80.0,76.0,51.56321,-0.07405,51.56342,-0.06943,False,0.302
3,walking,4.0,0.346,11.5,56.0,60.0,51.54875,-0.04245,51.55126,-0.04541,False,0.302
0,cycling,4.0,0.324,12.3,99.0,103.0,51.53269,-0.21835,51.53542,-0.21669,False,0.677
3,walking,4.0,0.324,12.4,80.0,84.0,51.56568,0.03972,51.5684,0.04139,False,0.302
3,walking,4.0,0.32,12.5,62.0,66.0,51.55145,0.01755,51.55166,0.02217,False,0.302
0,cycling,4.0,0.347,11.5,37.0,33.0,51.46683,-0.20891,51.46432,-0.20594,False,0.677
3,walking,4.0,0.32,12.5,73.0,77.0,51.53511,0.00757,51.53532,0.01219,False,0.302
3,walking,4.0,0.324,12.3,73.0,77.0,51.53511,0.00757,51.53239,0.00591,False,0.302
3,walking,4.0,0.346,11.6,95.0,91.0,51.57405,0.04933,51.57656,0.04638,False,0.302
0,cycling,4.0,0.32,12.5,38.0,34.0,51.46045,-0.11862,51.46023,-0.12324,False,0.677
3,walking,4.0,0.346,11.6,61.0,57.0,51.55962,0.02255,51.56213,0.01959,False,0.302
2,transit,4.0,0.346,11.5,59.0,55.0,51.55607,-0.11433,51.55355,-0.11137,False,1.0
1,cycling,4.0,0.346,11.5,103.0,99.0,51.47433,-0.04743,51.47685,-0.05038,False,0.838
2,transit,4.0,0.324,12.3,60.0,64.0,51.55773,-0.13577,51.56046,-0.13411,False,1.0
2,transit,4.0,0.324,12.4,32.0,28.0,51.58893,0.02701,51.59166,0.02867,False,1.0
2,transit,4.0,0.324,12.3,74.0,70.0,51.55387,-0.21897,51.55114,-0.22063,False,1.0
3,walking,4.0,0.32,12.5,59.0,63.0,51.5877,-0.0007,51.5879,0.00392,False,0.302
3,walking,4.0,0.346,11.6,59.0,63.0,51.5877,-0.0007,51.59021,-0.00365,False,0.302
0,cycling,4.0,0.324,12.3,45.0,49.0,51.4807,-0.19602,51.48343,-0.19436,False,0.677
0,cycling,4.0,0.347,11.5,45.0,49.0,51.4807,-0.19602,51.48322,-0.19898,False,0.677
0,cycling,4.0,0.347,11.5,76.0,80.0,51.51324,-0.18077,51.51575,-0.18373,False,0.677
3,walking,4.0,0.346,11.5,80.0,76.0,51.56321,-0.07405,51.56069,-0.07109,False,0.302
3,walking,4.0,0.346,11.6,101.0,105.0,51.57153,0.05228,51.56901,0.05523,False,0.302
3,walking,4.0,0.346,11.5,85.0,89.0,51.52863,-0.01882,51.52611,-0.01587,False,0.302
0,cycling,4.0,0.325,12.3,11.0,7.0,51.43416,-0.17042,51.43689,-0.16877,False,0.677
3,walking,4.0,0.32,12.5,58.0,54.0,51.53911,-0.0214,51.53931,-0.01679,False,0.302
3,walking,4.0,0.32,12.5,58.0,62.0,51.53911,-0.0214,51.5389,-0.02602,False,0.302
3,walking,4.0,0.346,11.6,58.0,54.0,51.53911,-0.0214,51.54162,-0.02436,False,0.302
2,transit,4.0,0.321,12.5,79.0,83.0,51.44465,-0.17303,51.44443,-0.17764,False,1.0
1,cycling,4.0,0.347,11.5,62.0,66.0,51.49779,-0.11388,51.49527,-0.11092,False,0.838
2,transit,4.0,0.325,12.3,79.0,75.0,51.44465,-0.17303,51.44738,-0.17138,False,1.0
2,transit,4.0,0.346,11.6,39.0,43.0,51.54997,0.04358,51.54745,0.04653,False,1.0
3,walking,4.0,0.324,12.4,57.0,53.0,51.56213,0.01959,51.55941,0.01793,False,0.302
3,walking,4.0,0.32,12.5,58.0,54.0,51.54141,-0.02897,51.54162,-0.02436,False,0.302
3,walking,4.0,0.346,11.5,58.0,62.0,51.54141,-0.02897,51.5389,-0.02602,False,0.302
3,walking,4.0,0.32,12.5,107.0,103.0,51.54413,-0.08567,51.54434,-0.08105,False,0.302
3,walking,4.0,0.346,11.6,103.0,107.0,51.57697,0.05561,51.57446,0.05856,False,0.302
3,walking,4.0,0.324,12.4,53.0,57.0,51.57261,0.01702,51.57533,0.01868,False,0.302
3,walking,4.0,0.32,12.5,59.0,63.0,51.54623,-0.0395,51.54602,-0.04412,False,0.302
0,cycling,4.0,0.324,12.3,26.0,22.0,51.45916,-0.1463,51.45643,-0.14796,False,0.677
0,cycling,4.0,0.347,11.5,30.0,26.0,51.44586,-0.20367,51.44334,-0.20071,False,0.677
3,walking,4.0,0.324,12.4,66.0,70.0,51.54056,0.0109,51.53784,0.00924,False,0.302
1,cycling,4.0,0.321,12.5,113.0,109.0,51.41131,-0.14842,51.41109,-0.15303,True,0.838
2,transit,4.0,0.324,12.3,39.0,43.0,51.51962,-0.04227,51.51689,-0.04393,False,1.0
2,transit,4.0,0.32,12.5,69.0,65.0,51.5533,-0.1744,51.55308,-0.17902,False,1.0
2,transit,4.0,0.324,12.3,53.0,57.0,51.51683,-0.16064,51.51955,-0.15898,False,1.0
2,transit,4.0,0.347,11.5,53.0,49.0,51.51683,-0.16064,51.51431,-0.15768,False,1.0
2,transit,4.0,0.347,11.5,53.0,57.0,51.51683,-0.16064,51.51934,-0.1636,False,1.0
3,walking,4.0,0.32,12.5,49.0,53.0,51.5592,0.01331,51.55941,0.01793,False,0.302
0,cycling,4.0,0.346,11.5,100.0,96.0,51.53383,-0.13684,51.53132,-0.13388,False,0.677
0,cycling,4.0,0.324,12.3,77.0,73.0,51.51618,-0.1745,51.51345,-0.17615,False,0.677
3,walking,4.0,0.324,12.4,60.0,56.0,51.58938,-0.02213,51.58666,-0.02379,False,0.302
3,walking,4.0,0.346,11.5,72.0,76.0,51.55818,-0.06813,51.56069,-0.07109,False,0.302
3,walking,4.0,0.346,11.6,75.0,71.0,51.56547,0.03511,51.56799,0.03216,False,0.302
3,walking,4.0,0.32,12.5,32.0,28.0,51.55293,-0.00848,51.55272,-0.01309,False,0.302
0,cycling,4.0,0.324,12.3,113.0,109.0,51.55398,-0.10213,51.55125,-0.10379,True,0.677
3,walking,4.0,0.32,12.5,54.0,58.0,51.55669,0.01627,51.55689,0.02088,False,0.302
3,walking,4.0,0.32,12.5,109.0,105.0,51.5391,-0.07976,51.53931,-0.07514,False,0.302
2,transit,4.0,0.324,12.3,62.0,66.0,51.54511,-0.17937,51.54239,-0.18103,False,1.0
2,transit,4.0,0.32,12.5,46.0,50.0,51.52905,-0.06793,51.52883,-0.07255,False,1.0
1,cycling,4.0,0.346,11.5,96.0,100.0,51.50935,-0.03507,51.50683,-0.03212,False,0.838
2,transit,4.0,0.324,12.3,58.0,62.0,51.52372,-0.18338,51.52099,-0.18504,False,1.0
2,transit,4.0,0.346,11.5,54.0,50.0,51.52778,-0.09563,51.52526,-0.09267,False,1.0
0,cycling,4.0,0.347,11.5,25.0,29.0,51.45894,-0.15091,51.46146,-0.15387,False,0.677
3,walking,4.0,0.324,12.4,55.0,51.0,51.57009,0.01997,51.56737,0.01831,False,0.302
3,walking,4.0,0.346,11.6,61.0,65.0,51.58959,-0.01751,51.59211,-0.02047,False,0.302
3,walking,4.0,0.32,12.5,66.0,70.0,51.53763,0.00462,51.53784,0.00924,False,0.302
0,cycling,4.0,0.321,12.5,112.0,116.0,51.54633,-0.21007,51.54612,-0.21469,True,0.677
3,walking,4.0,0.32,12.5,114.0,118.0,51.53889,-0.08438,51.53868,-0.08899,True,0.302
3,walking,4.0,0.324,12.4,60.0,64.0,51.54308,0.00795,51.54035,0.00628,False,0.302
3,walking,4.0,0.32,12.5,68.0,72.0,51.53617,-0.02768,51.53596,-0.0323,False,0.302
3,walking,4.0,0.346,11.5,68.0,64.0,51.53617,-0.02768,51.53869,-0.03064,False,0.302
0,cycling,4.0,0.32,12.5,100.0,96.0,51.53383,-0.13684,51.53362,-0.14146,False,0.677
0,cycling,4.0,0.324,12.3,85.0,81.0,51.48021,-0.03488,51.47748,-0.03654,False,0.677
0,cycling,4.0,0.324,12.3,54.0,50.0,51.45943,-0.08339,51.4567,-0.08504,False,0.677
3,walking,4.0,0.346,11.5,87.0,91.0,51.5301,-0.04485,51.52758,-0.0419,False,0.302
1,cycling,4.0,0.324,12.3,105.0,101.0,51.49845,-0.04171,51.50117,-0.04005,False,0.838
1,cycling,4.0,0.32,12.5,83.0,87.0,51.49173,-0.07271,51.49194,-0.0681,False,0.838
1,cycling,4.0,0.324,12.3,83.0,87.0,51.49173,-0.07271,51.49445,-0.07105,False,0.838
2,transit,4.0,0.321,12.5,81.0,77.0,51.41088,-0.15764,51.41066,-0.16225,False,1.0
3,walking,4.0,0.32,12.5,60.0,64.0,51.54015,0.00167,51.54035,0.00628,False,0.302
0,cycling,4.0,0.321,12.5,50.0,54.0,51.48595,-0.19733,51.48616,-0.19271,False,0.677
0,cycling,4.0,0.321,12.5,50.0,54.0,51.48595,-0.19733,51.48573,-0.20194,False,0.677
0,cycling,4.0,0.321,12.5,82.0,78.0,51.51848,-0.18208,51.51869,-0.17746,False,0.677
3,walking,4.0,0.346,11.6,56.0,60.0,51.58666,-0.02379,51.58918,-0.02675,False,0.302
3,walking,4.0,0.324,12.4,51.0,55.0,51.58415,-0.02084,51.58687,-0.01918,False,0.302
3,walking,4.0,0.32,12.5,35.0,39.0,51.55041,-0.00552,51.55062,-0.00091,False,0.302
0,cycling,4.0,0.32,12.5,79.0,75.0,51.49739,-0.06478,51.49718,-0.06939,False,0.677
3,walking,4.0,0.32,12.5,82.0,86.0,51.56865,-0.07073,51.56844,-0.07534,False,0.302
3,walking,4.0,0.346,11.6,79.0,83.0,51.53156,-0.01255,51.52904,-0.00959,False,0.302
1,cycling,4.0,0.347,11.5,106.0,102.0,51.43358,-0.12596,51.4361,-0.12892,False,0.838
1,cycling,4.0,0.32,12.5,67.0,63.0,51.48457,-0.11294,51.48436,-0.11755,False,0.838
