user,mode,dt,d_km,slope,t_a,t_b,lat_a,lng_a,lat_b,lng_b,near_frontier,reach_frac
4,cycling,2.0,0.346,5.8,113.0,111.0,51.55543,-0.12819,51.55794,-0.13115,True,0.547
4,cycling,2.0,0.324,6.2,113.0,111.0,51.55543,-0.12819,51.5527,-0.12985,True,0.547
1,cycling,2.0,0.32,6.2,42.0,44.0,51.56169,-0.1648,51.56148,-0.16943,False,0.838
1,cycling,2.0,0.324,6.2,45.0,43.0,51.52565,-0.14181,51.52292,-0.14347,False,0.838
1,cycling,2.0,0.32,6.2,45.0,47.0,51.52565,-0.14181,51.52586,-0.13719,False,0.838
1,cycling,2.0,0.325,6.2,105.0,107.0,51.41842,-0.16651,51.41569,-0.16817,False,0.838
1,cycling,2.0,0.347,5.8,18.0,16.0,51.53815,-0.21504,51.53564,-0.21207,False,0.838
1,cycling,2.0,0.324,6.2,18.0,20.0,51.53815,-0.21504,51.54088,-0.21338,False,0.838
1,cycling,2.0,0.32,6.2,69.0,71.0,51.54916,-0.09159,51.54937,-0.08697,False,0.838
1,cycling,2.0,0.324,6.2,110.0,108.0,51.53177,-0.00793,51.53449,-0.00627,True,0.838
1,cycling,2.0,0.32,6.2,110.0,112.0,51.53177,-0.00793,51.53198,-0.00332,True,0.838
0,cycling,2.0,0.321,6.2,19.0,21.0,51.44846,-0.14831,51.44867,-0.1437,False,0.677
3,walking,2.0,0.32,6.2,113.0,115.0,51.51542,-0.0179,51.51521,-0.02252,True,0.302
0,cycling,2.0,0.347,5.8,77.0,79.0,51.51287,-0.13163,51.51538,-0.13459,False,0.677
0,cycling,2.0,0.347,5.8,87.0,89.0,51.52335,-0.13423,51.52586,-0.13719,False,0.677
0,cycling,2.0,0.347,5.8,103.0,105.0,51.53585,-0.20745,51.53837,-0.21042,False,0.677
0,cycling,2.0,0.321,6.2,103.0,101.0,51.53585,-0.20745,51.53607,-0.20283,False,0.677
1,cycling,2.0,0.32,6.2,94.0,92.0,51.52737,-0.04651,51.52758,-0.0419,False,0.838
1,cycling,2.0,0.347,5.8,82.0,80.0,51.45075,-0.15588,51.45327,-0.15884,False,0.838
1,cycling,2.0,0.347,5.8,82.0,84.0,51.45075,-0.15588,51.44824,-0.15292,False,0.838
1,cycling,2.0,0.325,6.2,82.0,84.0,51.45075,-0.15588,51.44802,-0.15754,False,0.838
1,cycling,2.0,0.347,5.8,74.0,72.0,51.47157,-0.10738,51.47409,-0.11034,False,0.838
5,cycling,2.0,0.346,5.8,118.0,120.0,51.5064,0.01696,51.50389,0.01991,True,0.783
5,cycling,2.0,0.347,5.8,3.0,5.0,51.47022,-0.1934,51.47273,-0.19636,False,0.783
1,cycling,2.0,0.32,6.2,74.0,76.0,51.47157,-0.10738,51.47179,-0.10277,False,0.838
1,cycling,2.0,0.347,5.8,42.0,40.0,51.55918,-0.16184,51.55667,-0.15888,False,0.838
1,cycling,2.0,0.324,6.2,42.0,40.0,51.55918,-0.16184,51.55645,-0.1635,False,0.838
0,cycling,2.0,0.32,6.2,116.0,118.0,51.52507,-0.03894,51.52528,-0.03433,True,0.677
0,cycling,2.0,0.32,6.2,39.0,41.0,51.47323,-0.12879,51.47345,-0.12418,False,0.677
0,cycling,2.0,0.324,6.2,89.0,87.0,51.49802,-0.05094,51.50075,-0.04928,False,0.677
0,cycling,2.0,0.32,6.2,70.0,72.0,51.49676,-0.07862,51.49697,-0.074,False,0.677
0,cycling,2.0,0.32,6.2,42.0,44.0,51.46612,-0.1107,51.46633,-0.10608,False,0.677
0,cycling,2.0,0.32,6.2,118.0,120.0,51.56169,-0.1648,51.56148,-0.16943,True,0.677
0,cycling,2.0,0.324,6.2,77.0,75.0,51.51517,-0.13921,51.51244,-0.14086,False,0.677
1,cycling,2.0,0.347,5.8,35.0,37.0,51.55789,-0.18958,51.56041,-0.19254,False,0.838
1,cycling,2.0,0.32,6.2,44.0,42.0,51.51266,-0.13625,51.51244,-0.14086,False,0.838
5,cycling,2.0,0.346,5.8,98.0,100.0,51.53513,-0.05076,51.53764,-0.05372,False,0.783
5,cycling,2.0,0.324,6.2,98.0,96.0,51.53513,-0.05076,51.5324,-0.05242,False,0.783
5,cycling,2.0,0.347,5.8,24.0,26.0,51.45851,-0.16014,51.456,-0.15718,False,0.783
5,cycling,2.0,0.321,6.2,24.0,22.0,51.45851,-0.16014,51.4583,-0.16476,False,0.783
1,cycling,2.0,0.325,6.2,108.0,110.0,51.41591,-0.16355,51.41317,-0.16521,True,0.838
0,cycling,2.0,0.32,6.2,77.0,79.0,51.51517,-0.13921,51.51538,-0.13459,False,0.677
0,cycling,2.0,0.347,5.8,87.0,85.0,51.52565,-0.14181,51.52314,-0.13885,False,0.677
0,cycling,2.0,0.32,6.2,87.0,89.0,51.52565,-0.14181,51.52586,-0.13719,False,0.677
3,walking,2.0,0.324,6.2,110.0,112.0,51.53677,0.04448,51.53949,0.04614,True,0.302
3,walking,2.0,0.32,6.2,112.0,110.0,51.51941,-0.04688,51.51962,-0.04227,True,0.302
3,walking,2.0,0.324,6.2,47.0,49.0,51.55713,-0.03285,51.5544,-0.03451,False,0.302
0,cycling,2.0,0.347,5.8,23.0,21.0,51.45175,-0.19114,51.44924,-0.18818,False,0.677
3,walking,2.0,0.324,6.2,14.0,12.0,51.5655,-0.02325,51.56823,-0.02158,False,0.302
3,walking,2.0,0.32,6.2,14.0,16.0,51.5655,-0.02325,51.5653,-0.02786,False,0.302
3,walking,2.0,0.346,5.8,76.0,78.0,51.54791,-0.06092,51.54539,-0.05797,False,0.302
4,cycling,2.0,0.346,5.8,41.0,43.0,51.56634,-0.00478,51.56885,-0.00773,False,0.547
4,cycling,2.0,0.32,6.3,41.0,39.0,51.56634,-0.00478,51.56654,-0.00016,False,0.547
4,cycling,2.0,0.346,5.8,100.0,102.0,51.50075,0.00902,51.50326,0.00607,False,0.547
0,cycling,2.0,0.32,6.2,111.0,113.0,51.52737,-0.04651,51.52758,-0.0419,True,0.677
0,cycling,2.0,0.321,6.2,16.0,18.0,51.45075,-0.15588,51.45054,-0.16049,False,0.677
0,cycling,2.0,0.324,6.2,46.0,48.0,51.47157,-0.10738,51.4743,-0.10572,False,0.677
0,cycling,2.0,0.32,6.2,46.0,48.0,51.47157,-0.10738,51.47179,-0.10277,False,0.677
3,walking,2.0,0.32,6.3,101.0,99.0,51.5531,0.05447,51.55289,0.04986,False,0.302
4,cycling,2.0,0.346,5.8,30.0,28.0,51.54935,0.02973,51.55186,0.02678,False,0.547
4,cycling,2.0,0.32,6.3,30.0,28.0,51.54935,0.02973,51.54955,0.03435,False,0.547
4,cycling,2.0,0.32,6.2,116.0,118.0,51.49614,-0.03415,51.49593,-0.03876,True,0.547
4,cycling,2.0,0.324,6.2,79.0,81.0,51.4974,-0.00647,51.49467,-0.00814,False,0.547
0,cycling,2.0,0.324,6.2,77.0,75.0,51.51266,-0.13625,51.50993,-0.1379,False,0.677
0,cycling,2.0,0.324,6.2,77.0,79.0,51.51266,-0.13625,51.51538,-0.13459,False,0.677
0,cycling,2.0,0.32,6.2,77.0,75.0,51.51266,-0.13625,51.51244,-0.14086,False,0.677
1,cycling,2.0,0.32,6.2,73.0,71.0,51.47366,-0.11957,51.47388,-0.11495,False,0.838
0,cycling,2.0,0.32,6.2,56.0,58.0,51.45734,-0.07121,51.45712,-0.07582,False,0.677
0,cycling,2.0,0.346,5.8,118.0,120.0,51.51815,-0.01624,51.51563,-0.01329,True,0.677
0,cycling,2.0,0.346,5.8,67.0,69.0,51.46615,-0.0524,51.46867,-0.05535,False,0.677
0,cycling,2.0,0.324,6.2,67.0,65.0,51.46615,-0.0524,51.46343,-0.05406,False,0.677
0,cycling,2.0,0.324,6.2,67.0,69.0,51.46615,-0.0524,51.46888,-0.05074,False,0.677
0,cycling,2.0,0.324,6.2,87.0,89.0,51.52034,-0.1989,51.52307,-0.19725,False,0.677
5,cycling,2.0,0.32,6.2,86.0,88.0,51.53386,-0.07846,51.53407,-0.07384,False,0.783
5,cycling,2.0,0.32,6.2,69.0,67.0,51.51751,-0.08842,51.5173,-0.09304,False,0.783
1,cycling,2.0,0.324,6.2,74.0,76.0,51.47157,-0.10738,51.46885,-0.10904,False,0.838
1,cycling,2.0,0.324,6.2,74.0,76.0,51.47157,-0.10738,51.4743,-0.10572,False,0.838
1,cycling,2.0,0.324,6.2,73.0,71.0,51.54665,-0.08863,51.54937,-0.08697,False,0.838
1,cycling,2.0,0.32,6.2,73.0,75.0,51.54665,-0.08863,51.54686,-0.08401,False,0.838
3,walking,2.0,0.324,6.2,106.0,104.0,51.53928,0.04153,51.53656,0.03987,False,0.302
5,cycling,2.0,0.324,6.2,83.0,81.0,51.55014,-0.1853,51.55287,-0.18364,False,0.783
5,cycling,2.0,0.347,5.8,19.0,17.0,51.49075,-0.20787,51.48824,-0.20491,False,0.783
5,cycling,2.0,0.324,6.2,19.0,17.0,51.49075,-0.20787,51.48802,-0.20952,False,0.783
5,cycling,2.0,0.346,5.8,86.0,88.0,51.53386,-0.07846,51.53638,-0.08142,False,0.783
5,cycling,2.0,0.324,6.2,86.0,88.0,51.53386,-0.07846,51.53659,-0.0768,False,0.783
0,cycling,2.0,0.324,6.2,56.0,58.0,51.45734,-0.07121,51.46006,-0.06955,False,0.677
1,cycling,2.0,0.321,6.2,77.0,75.0,51.45175,-0.19114,51.45154,-0.19575,False,0.838
1,cycling,2.0,0.347,5.8,66.0,68.0,51.46246,-0.18913,51.45994,-0.18617,False,0.838
5,cycling,2.0,0.325,6.2,17.0,15.0,51.4547,-0.18487,51.45743,-0.18321,False,0.783
3,walking,2.0,0.324,6.2,51.0,49.0,51.55168,-0.03617,51.5544,-0.03451,False,0.302
3,walking,2.0,0.324,6.2,50.0,48.0,51.56425,-0.05095,51.56698,-0.04929,False,0.302
0,cycling,2.0,0.347,5.8,118.0,116.0,51.55918,-0.16184,51.55667,-0.15888,True,0.677
0,cycling,2.0,0.324,6.2,118.0,116.0,51.55918,-0.16184,51.55645,-0.1635,True,0.677
0,cycling,2.0,0.347,5.8,114.0,116.0,51.55789,-0.18958,51.56041,-0.19254,True,0.677
0,cycling,2.0,0.347,5.8,114.0,112.0,51.55789,-0.18958,51.55538,-0.18661,True,0.677
4,cycling,2.0,0.32,6.2,61.0,63.0,51.56174,-0.048,51.56195,-0.04338,False,0.547
4,cycling,2.0,0.32,6.2,52.0,54.0,51.56299,-0.02029,51.56278,-0.02491,False,0.547
4,cycling,2.0,0.324,6.2,22.0,20.0,51.58724,0.04843,51.58452,0.04676,False,0.547
0,cycling,2.0,0.325,6.2,26.0,24.0,51.46246,-0.18913,51.45973,-0.19079,False,0.677
0,cycling,2.0,0.321,6.2,26.0,28.0,51.46246,-0.18913,51.46224,-0.19375,False,0.677
0,cycling,2.0,0.325,6.2,24.0,26.0,51.41591,-0.16355,51.41317,-0.16521,False,0.677
3,walking,2.0,0.346,5.8,66.0,68.0,51.5858,0.01611,51.58832,0.01316,False,0.302
0,cycling,2.0,0.32,6.2,63.0,61.0,51.4607,-0.05572,51.46049,-0.06033,False,0.677
0,cycling,2.0,0.32,6.2,79.0,81.0,51.47706,-0.04577,51.47727,-0.04115,False,0.677
0,cycling,2.0,0.347,5.8,39.0,41.0,51.47323,-0.12879,51.47575,-0.13175,False,0.677
0,cycling,2.0,0.347,5.8,39.0,41.0,51.47323,-0.12879,51.47072,-0.12584,False,0.677
4,cycling,2.0,0.324,6.2,76.0,74.0,51.51459,-0.03636,51.51731,-0.0347,False,0.547
4,cycling,2.0,0.32,6.2,76.0,78.0,51.51459,-0.03636,51.51438,-0.04097,False,0.547
0,cycling,2.0,0.346,5.8,108.0,110.0,51.54538,-0.11634,51.54789,-0.1193,True,0.677
0,cycling,2.0,0.346,5.8,113.0,111.0,51.52486,-0.04356,51.52737,-0.04651,True,0.677
0,cycling,2.0,0.324,6.2,108.0,106.0,51.55083,-0.11303,51.5481,-0.11468,False,0.677
0,cycling,2.0,0.32,6.2,92.0,94.0,51.52526,-0.09267,51.52548,-0.08806,False,0.677
1,cycling,2.0,0.32,6.2,111.0,109.0,51.52925,-0.00498,51.52904,-0.00959,True,0.838
1,cycling,2.0,0.32,6.2,97.0,95.0,51.52486,-0.04356,51.52507,-0.03894,False,0.838
1,cycling,2.0,0.346,5.8,116.0,114.0,51.54559,0.005,51.54811,0.00204,True,0.838
1,cycling,2.0,0.324,6.2,40.0,42.0,51.55164,-0.15295,51.55437,-0.15129,False,0.838
1,cycling,2.0,0.346,5.8,71.0,73.0,51.52526,-0.09267,51.52275,-0.08972,False,0.838
1,cycling,2.0,0.32,6.2,88.0,86.0,51.52653,-0.06498,51.52632,-0.06959,False,0.838
1,cycling,2.0,0.346,5.8,101.0,103.0,51.48,-0.03949,51.47748,-0.03654,False,0.838
1,cycling,2.0,0.324,6.2,105.0,107.0,51.57536,-0.03969,51.57808,-0.03802,False,0.838
5,cycling,2.0,0.324,6.2,50.0,48.0,51.47388,-0.11495,51.4766,-0.11329,False,0.783
1,cycling,2.0,0.347,5.8,76.0,74.0,51.46906,-0.10443,51.47157,-0.10738,False,0.838
3,walking,2.0,0.346,5.8,103.0,101.0,51.58703,0.04381,51.58955,0.04086,False,0.302
3,walking,2.0,0.346,5.8,103.0,101.0,51.58703,0.04381,51.58452,0.04676,False,0.302
3,walking,2.0,0.324,6.2,103.0,105.0,51.58703,0.04381,51.58975,0.04548,False,0.302
4,cycling,2.0,0.324,6.2,61.0,63.0,51.56174,-0.048,51.55902,-0.04966,False,0.547
4,cycling,2.0,0.32,6.2,61.0,63.0,51.56174,-0.048,51.56153,-0.05262,False,0.547
1,cycling,2.0,0.324,6.2,68.0,70.0,51.51457,-0.09469,51.5173,-0.09304,False,0.838
1,cycling,2.0,0.32,6.2,45.0,47.0,51.56463,-0.15852,51.56484,-0.1539,False,0.838
1,cycling,2.0,0.346,5.8,93.0,91.0,51.49257,-0.05426,51.49509,-0.05721,False,0.838
5,cycling,2.0,0.324,6.2,66.0,64.0,51.51918,-0.10984,51.51645,-0.1115,False,0.783
5,cycling,2.0,0.32,6.2,66.0,64.0,51.51918,-0.10984,51.51939,-0.10523,False,0.783
1,cycling,2.0,0.346,5.8,108.0,110.0,51.50222,-0.01699,51.4997,-0.01404,True,0.838
1,cycling,2.0,0.32,6.2,48.0,50.0,51.51811,-0.13293,51.51832,-0.12831,False,0.838
1,cycling,2.0,0.324,6.2,26.0,28.0,51.51367,-0.17153,51.51094,-0.17319,False,0.838
3,walking,2.0,0.324,6.2,106.0,104.0,51.55964,-0.09419,51.56236,-0.09253,False,0.302
3,walking,2.0,0.324,6.2,116.0,114.0,51.55351,0.0637,51.55079,0.06203,True,0.302
3,walking,2.0,0.324,6.2,83.0,85.0,51.55228,0.03601,51.54955,0.03435,False,0.302
3,walking,2.0,0.32,6.2,50.0,52.0,51.55419,-0.03913,51.55399,-0.04375,False,0.302
3,walking,2.0,0.346,5.8,13.0,15.0,51.56613,-0.00939,51.56864,-0.01235,False,0.302
0,cycling,2.0,0.324,6.2,63.0,61.0,51.49829,-0.21676,51.49556,-0.21842,False,0.677
0,cycling,2.0,0.324,6.2,76.0,74.0,51.5133,-0.12239,51.51057,-0.12405,False,0.677
0,cycling,2.0,0.346,5.8,92.0,90.0,51.52526,-0.09267,51.52275,-0.08972,False,0.677
1,cycling,2.0,0.346,5.8,106.0,108.0,51.5127,-0.01957,51.51018,-0.01661,False,0.838
5,cycling,2.0,0.347,5.8,19.0,21.0,51.45886,-0.20925,51.45634,-0.20629,False,0.783
5,cycling,2.0,0.325,6.2,19.0,21.0,51.45886,-0.20925,51.45613,-0.2109,False,0.783
5,cycling,2.0,0.321,6.2,28.0,26.0,51.45621,-0.15257,51.456,-0.15718,False,0.783
5,cycling,2.0,0.321,6.2,28.0,30.0,51.45621,-0.15257,51.45643,-0.14796,False,0.783
0,cycling,2.0,0.325,6.2,47.0,45.0,51.47732,-0.21152,51.47459,-0.21318,False,0.677
4,cycling,2.0,0.346,5.8,77.0,79.0,51.57368,-0.07664,51.5762,-0.0796,False,0.547
4,cycling,2.0,0.346,5.8,9.0,11.0,51.5512,0.07126,51.54868,0.0742,False,0.547
4,cycling,2.0,0.324,6.2,9.0,11.0,51.5512,0.07126,51.54848,0.06959,False,0.547
0,cycling,2.0,0.346,5.8,63.0,65.0,51.48103,-0.07473,51.47852,-0.07178,False,0.677
0,cycling,2.0,0.325,6.2,8.0,10.0,51.43775,-0.15032,51.44048,-0.14866,False,0.677
0,cycling,2.0,0.321,6.2,8.0,6.0,51.43775,-0.15032,51.43754,-0.15493,False,0.677
0,cycling,2.0,0.321,6.2,117.0,115.0,51.54863,-0.21766,51.54885,-0.21304,True,0.677
4,cycling,2.0,0.346,5.8,82.0,84.0,51.55734,-0.08661,51.55482,-0.08365,False,0.547
3,walking,2.0,0.32,6.2,43.0,45.0,51.55943,-0.04042,51.55922,-0.04504,False,0.302
1,cycling,2.0,0.324,6.2,76.0,78.0,51.46906,-0.10443,51.46633,-0.10608,False,0.838
0,cycling,2.0,0.347,5.8,22.0,24.0,51.4182,-0.17112,51.41569,-0.16817,False,0.677
0,cycling,2.0,0.325,6.2,22.0,24.0,51.4182,-0.17112,51.41547,-0.17278,False,0.677
4,cycling,2.0,0.324,6.2,16.0,14.0,51.55058,0.05742,51.5533,0.05908,False,0.547
0,cycling,2.0,0.347,5.8,83.0,85.0,51.51811,-0.13293,51.52062,-0.13589,False,0.677
3,walking,2.0,0.32,6.3,108.0,106.0,51.55058,0.05742,51.55038,0.0528,False,0.302
3,walking,2.0,0.324,6.2,87.0,89.0,51.54683,0.03268,51.54411,0.03102,False,0.302
3,walking,2.0,0.324,6.2,87.0,85.0,51.54683,0.03268,51.54955,0.03435,False,0.302
3,walking,2.0,0.324,6.2,24.0,26.0,51.56382,-0.00182,51.56654,-0.00016,False,0.302
3,walking,2.0,0.324,6.2,45.0,43.0,51.56174,-0.048,51.56446,-0.04633,False,0.302
3,walking,2.0,0.346,5.8,78.0,80.0,51.54539,-0.05797,51.54288,-0.05501,False,0.302
0,cycling,2.0,0.32,6.2,47.0,45.0,51.46906,-0.10443,51.46885,-0.10904,False,0.677
0,cycling,2.0,0.346,5.8,82.0,80.0,51.51457,-0.09469,51.51709,-0.09765,False,0.677
0,cycling,2.0,0.324,6.2,82.0,84.0,51.51457,-0.09469,51.5173,-0.09304,False,0.677
1,cycling,2.0,0.321,6.2,58.0,60.0,51.46475,-0.19671,51.46497,-0.1921,False,0.838
1,cycling,2.0,0.321,6.2,54.0,52.0,51.48114,-0.18678,51.48135,-0.18217,False,0.838
1,cycling,2.0,0.325,6.2,104.0,106.0,51.4182,-0.17112,51.41547,-0.17278,False,0.838
5,cycling,2.0,0.347,5.8,39.0,41.0,51.51402,-0.22069,51.51653,-0.22366,False,0.783
1,cycling,2.0,0.32,6.2,66.0,68.0,51.5435,-0.09953,51.54371,-0.09491,False,0.838
1,cycling,2.0,0.347,5.8,42.0,40.0,51.4988,-0.14915,51.50132,-0.15211,False,0.838
1,cycling,2.0,0.324,6.2,42.0,40.0,51.4988,-0.14915,51.50153,-0.14749,False,0.838
1,cycling,2.0,0.32,6.2,79.0,81.0,51.57305,-0.0905,51.57326,-0.08588,False,0.838
1,cycling,2.0,0.347,5.8,67.0,69.0,51.49003,-0.10962,51.48751,-0.10666,False,0.838
1,cycling,2.0,0.346,5.8,108.0,106.0,51.50222,-0.01699,51.50473,-0.01994,False,0.838
1,cycling,2.0,0.347,5.8,97.0,99.0,51.44472,-0.11473,51.4422,-0.11177,False,0.838
1,cycling,2.0,0.32,6.2,51.0,53.0,51.54768,-0.12392,51.54789,-0.1193,False,0.838
1,cycling,2.0,0.324,6.2,108.0,106.0,51.53156,-0.01255,51.52884,-0.01421,False,0.838
4,cycling,2.0,0.32,6.3,33.0,31.0,51.54683,0.03268,51.54704,0.0373,False,0.547
4,cycling,2.0,0.346,5.8,16.0,18.0,51.55181,0.0851,51.54929,0.08804,False,0.547
4,cycling,2.0,0.324,6.2,16.0,18.0,51.55181,0.0851,51.54909,0.08343,False,0.547
4,cycling,2.0,0.32,6.3,16.0,14.0,51.55181,0.0851,51.55161,0.08048,False,0.547
4,cycling,2.0,0.346,5.8,59.0,61.0,51.55189,-0.03156,51.5544,-0.03451,False,0.547
4,cycling,2.0,0.346,5.8,39.0,41.0,51.56382,-0.00182,51.56634,-0.00478,False,0.547
5,cycling,2.0,0.324,6.2,28.0,26.0,51.45873,-0.15553,51.456,-0.15718,False,0.783
0,cycling,2.0,0.324,6.2,108.0,106.0,51.52444,-0.05279,51.52171,-0.05445,False,0.677
0,cycling,2.0,0.32,6.2,108.0,106.0,51.52444,-0.05279,51.52423,-0.0574,False,0.677
0,cycling,2.0,0.32,6.2,108.0,110.0,51.52444,-0.05279,51.52465,-0.04817,True,0.677
0,cycling,2.0,0.32,6.2,99.0,97.0,51.538,-0.16124,51.53779,-0.16586,False,0.677
5,cycling,2.0,0.324,6.2,42.0,40.0,51.46002,-0.12785,51.45729,-0.12951,False,0.783
0,cycling,2.0,0.346,5.8,118.0,116.0,51.50222,-0.01699,51.4997,-0.01404,True,0.677
4,cycling,2.0,0.32,6.3,39.0,37.0,51.56382,-0.00182,51.56403,0.00279,False,0.547
4,cycling,2.0,0.324,6.2,115.0,117.0,51.56276,-0.14169,51.56003,-0.14335,True,0.547
4,cycling,2.0,0.32,6.2,115.0,117.0,51.56276,-0.14169,51.56255,-0.14632,True,0.547
4,cycling,2.0,0.346,5.8,93.0,91.0,51.56718,-0.10307,51.56467,-0.10011,False,0.547
4,cycling,2.0,0.346,5.8,57.0,55.0,51.51457,0.02195,51.51709,0.019,False,0.547
0,cycling,2.0,0.324,6.2,115.0,113.0,51.53031,-0.04024,51.52758,-0.0419,True,0.677
3,walking,2.0,0.324,6.2,87.0,89.0,51.57368,-0.07664,51.57096,-0.0783,False,0.302
0,cycling,2.0,0.346,5.8,80.0,82.0,51.49257,-0.05426,51.49509,-0.05721,False,0.677
5,cycling,2.0,0.321,6.2,8.0,6.0,51.46727,-0.19967,51.46748,-0.19506,False,0.783
1,cycling,2.0,0.32,6.2,84.0,82.0,51.46088,-0.1094,51.46109,-0.10479,False,0.838
1,cycling,2.0,0.321,6.2,57.0,59.0,51.47927,-0.16997,51.47905,-0.17459,False,0.838
1,cycling,2.0,0.347,5.8,74.0,76.0,51.47136,-0.112,51.46885,-0.10904,False,0.838
1,cycling,2.0,0.324,6.2,74.0,72.0,51.47136,-0.112,51.47409,-0.11034,False,0.838
1,cycling,2.0,0.32,6.2,108.0,110.0,51.50222,-0.01699,51.50243,-0.01237,True,0.838
4,cycling,2.0,0.32,6.2,113.0,111.0,51.50012,-0.06312,51.49991,-0.06773,True,0.547
4,cycling,2.0,0.32,6.2,113.0,111.0,51.50012,-0.06312,51.50033,-0.0585,True,0.547
4,cycling,2.0,0.346,5.8,118.0,116.0,51.49885,-0.0908,51.50136,-0.09376,True,0.547
4,cycling,2.0,0.324,6.2,85.0,87.0,51.55964,-0.09419,51.55691,-0.09585,False,0.547
4,cycling,2.0,0.346,5.8,107.0,109.0,51.55837,-0.12191,51.56088,-0.12487,True,0.547
4,cycling,2.0,0.324,6.2,107.0,105.0,51.55837,-0.12191,51.56109,-0.12025,False,0.547
4,cycling,2.0,0.346,5.8,81.0,83.0,51.57599,-0.08422,51.5785,-0.08718,False,0.547
0,cycling,2.0,0.346,5.8,116.0,118.0,51.5127,-0.01957,51.51018,-0.01661,True,0.677
0,cycling,2.0,0.346,5.8,118.0,116.0,51.50222,-0.01699,51.50473,-0.01994,True,0.677
1,cycling,2.0,0.32,6.2,108.0,110.0,51.53156,-0.01255,51.53177,-0.00793,True,0.838
1,cycling,2.0,0.346,5.8,91.0,89.0,51.53031,-0.04024,51.53282,-0.04319,False,0.838
5,cycling,2.0,0.346,5.8,92.0,94.0,51.53701,-0.06757,51.53952,-0.07052,False,0.783
5,cycling,2.0,0.325,6.2,10.0,12.0,51.46267,-0.18452,51.45994,-0.18617,False,0.783
5,cycling,2.0,0.347,5.8,26.0,24.0,51.45327,-0.15884,51.45578,-0.1618,False,0.783
5,cycling,2.0,0.321,6.2,26.0,28.0,51.45327,-0.15884,51.45348,-0.15423,False,0.783
1,cycling,2.0,0.324,6.2,48.0,50.0,51.5156,-0.12997,51.51832,-0.12831,False,0.838
4,cycling,2.0,0.346,5.8,10.0,12.0,51.55351,0.0637,51.55602,0.06075,False,0.547
4,cycling,2.0,0.32,6.3,10.0,8.0,51.55351,0.0637,51.55371,0.06831,False,0.547
3,walking,2.0,0.324,6.2,88.0,86.0,51.53301,0.01975,51.53574,0.02141,False,0.302
0,cycling,2.0,0.32,6.2,46.0,48.0,51.446,-0.08706,51.44579,-0.09167,False,0.677
3,walking,2.0,0.346,5.8,68.0,66.0,51.5433,-0.04578,51.54078,-0.04282,False,0.302
0,cycling,2.0,0.32,6.2,115.0,117.0,51.53031,-0.04024,51.53052,-0.03562,True,0.677
0,cycling,2.0,0.324,6.2,41.0,39.0,51.46088,-0.1094,51.45815,-0.11106,False,0.677
0,cycling,2.0,0.324,6.2,40.0,38.0,51.47927,-0.16997,51.47654,-0.17163,False,0.677
1,cycling,2.0,0.32,6.3,112.0,114.0,51.5479,-0.00257,51.54811,0.00204,True,0.838
1,cycling,2.0,0.347,5.8,53.0,55.0,51.49126,-0.14027,51.48875,-0.13731,False,0.838
1,cycling,2.0,0.324,6.2,84.0,86.0,51.46088,-0.1094,51.45815,-0.11106,False,0.838
4,cycling,2.0,0.32,6.2,115.0,117.0,51.54955,-0.14075,51.54934,-0.14537,True,0.547
4,cycling,2.0,0.346,5.8,57.0,59.0,51.56488,-0.0371,51.56739,-0.04005,False,0.547
0,cycling,2.0,0.324,6.2,44.0,46.0,51.47136,-0.112,51.47409,-0.11034,False,0.677
0,cycling,2.0,0.32,6.2,44.0,46.0,51.47136,-0.112,51.47157,-0.10738,False,0.677
0,cycling,2.0,0.347,5.8,115.0,117.0,51.55768,-0.1942,51.56019,-0.19717,True,0.677
0,cycling,2.0,0.347,5.8,115.0,117.0,51.55768,-0.1942,51.55517,-0.19123,True,0.677
0,cycling,2.0,0.347,5.8,39.0,41.0,51.46661,-0.21352,51.46913,-0.21648,False,0.677
0,cycling,2.0,0.321,6.2,39.0,41.0,51.46661,-0.21352,51.4664,-0.21814,False,0.677
0,cycling,2.0,0.321,6.2,39.0,37.0,51.46661,-0.21352,51.46683,-0.20891,False,0.677
4,cycling,2.0,0.324,6.2,26.0,28.0,51.55228,0.03601,51.54955,0.03435,False,0.547
4,cycling,2.0,0.32,6.2,81.0,79.0,51.57599,-0.08422,51.5762,-0.0796,False,0.547
4,cycling,2.0,0.346,5.8,19.0,17.0,51.54303,0.06626,51.54555,0.06331,False,0.547
1,cycling,2.0,0.324,6.2,35.0,37.0,51.55768,-0.1942,51.56041,-0.19254,False,0.838
1,cycling,2.0,0.32,6.2,93.0,91.0,51.49488,-0.06182,51.49509,-0.05721,False,0.838
5,cycling,2.0,0.32,6.2,77.0,75.0,51.52066,-0.07753,51.52045,-0.08214,False,0.783
5,cycling,2.0,0.32,6.2,62.0,64.0,51.51624,-0.11612,51.51645,-0.1115,False,0.783
0,cycling,2.0,0.347,5.8,70.0,72.0,51.51115,-0.16857,51.51367,-0.17153,False,0.677
1,cycling,2.0,0.324,6.2,101.0,103.0,51.56781,-0.03082,51.57053,-0.02916,False,0.838
1,cycling,2.0,0.32,6.2,59.0,57.0,51.53196,-0.12002,51.53217,-0.1154,False,0.838
1,cycling,2.0,0.346,5.8,99.0,101.0,51.55147,-0.04079,51.54896,-0.03784,False,0.838
1,cycling,2.0,0.32,6.2,99.0,97.0,51.55147,-0.04079,51.55126,-0.04541,False,0.838
