idx,lat,lng,driving_o0,cycling_o0,transit_o0,walking_o0,driving_o1,driving_o2,driving_o3,n_modes_anom,n_origins_anom
942,51.49607,-0.1508,-1.5,-2.0,-1.0,,-0.5,-1.0,-1.5,0,0
943,51.57138,-0.06906,1.0,,1.5,,-0.5,0.0,0.0,0,0
944,51.55377,-0.10675,0.5,-0.5,5.0,,0.0,2.5,2.0,0,0
945,51.41404,-0.14677,3.0,3.5,5.0,3.5,3.0,2.0,2.0,0,0
946,51.58225,-0.00403,-0.5,,2.0,,-1.0,-1.0,-1.0,0,0
947,51.43487,-0.0983,1.0,1.5,4.5,3.5,1.0,0.0,-0.5,0,0
948,51.58349,0.02368,-1.0,,-3.0,,0.0,-1.0,0.0,0,0
949,51.43042,-0.13684,-2.0,-2.5,-5.0,-4.0,-2.0,0.0,-1.0,0,0
950,51.54841,-0.22228,0.0,0.5,-7.5,,1.0,-1.0,-1.0,0,0
951,51.49237,-0.00057,5.0,-1.5,4.5,,4.0,4.5,4.5,0,0
952,51.4407,-0.14405,0.0,-1.5,-1.0,-3.5,0.5,1.5,1.0,0,0
953,51.50117,-0.04005,2.5,-1.5,3.5,,1.5,2.5,2.5,0,0
954,51.41109,-0.15303,0.0,-1.0,3.5,2.5,1.0,-0.5,-1.0,0,0
955,51.52191,0.00849,0.5,,5.0,,0.5,0.5,1.0,0,0
956,51.48724,-0.16962,-2.0,0.5,-2.0,-2.0,-0.5,-2.0,-1.0,0,0
957,51.51752,-0.03008,1.0,0.5,2.5,,1.0,-0.5,0.0,0,0
958,51.47524,-0.19933,0.0,-1.0,-3.5,-1.5,1.0,0.5,-0.5,0,0
959,51.54217,-0.18565,0.0,1.5,3.5,,0.5,-0.5,-1.0,0,0
960,51.54661,-0.14702,0.0,-0.5,2.5,,-0.5,-1.5,-2.0,0,0
961,51.51983,-0.03765,0.0,-1.0,3.0,,0.5,-1.0,0.0,0,0
962,51.51704,-0.15602,-1.0,0.0,1.0,,0.0,0.5,0.0,0,0
963,51.49906,-0.08619,2.0,-0.5,-1.5,,1.5,3.0,2.0,0,0
964,51.50348,-0.04762,-2.5,-0.5,-3.0,,-1.5,-1.5,-0.5,0,0
965,51.4865,-0.01312,-2.0,-1.0,1.5,,-2.0,0.0,-1.0,0,0
966,51.49062,-0.15412,-1.0,0.0,-1.5,3.0,0.0,-1.0,-1.0,0,0
967,51.50494,-0.07364,-0.5,-1.5,4.0,,2.0,1.0,1.0,0,0
968,51.4919,-0.12642,2.0,5.5,1.5,,1.0,0.5,1.5,0,0
969,51.51372,-0.11316,0.5,-1.0,-1.0,,-1.0,2.0,1.0,0,0
970,51.47424,-0.16405,0.5,2.0,-2.5,-3.5,-2.0,-1.0,-1.0,0,0
971,51.5225,-0.15271,-0.5,0.5,0.0,,-1.0,0.0,0.0,0,0
972,51.5345,-0.06461,-0.5,1.0,1.0,,0.5,2.0,1.5,0,0
973,51.52121,-0.18042,-1.0,-1.0,-1.0,,-1.0,-1.0,0.0,0,0
974,51.53008,-0.10321,0.5,-1.0,-3.0,,-0.5,-1.0,0.0,0,0
975,51.47553,-0.13636,0.5,-0.5,-3.5,0.0,-1.0,0.0,0.5,0,0
976,51.55084,-0.05464,0.5,,-1.5,,0.5,1.0,1.0,0,0
977,51.55078,-0.17144,1.0,-1.0,3.5,,1.0,0.5,0.5,0,0
978,51.47809,-0.081,0.0,0.5,1.5,,1.0,-0.5,-0.5,0,0
979,51.5521,-0.02694,-1.0,,0.0,,-0.5,-1.0,-1.0,0,0
980,51.47936,-0.05333,-0.5,-2.5,-4.5,,-0.5,1.0,0.0,0,0
981,51.50627,-0.21642,-0.5,-2.0,-2.0,,-3.5,-1.0,-0.5,0,0
982,51.46173,-0.09095,0.0,0.5,-0.5,0.5,0.0,0.0,-1.0,0,0
983,51.463,-0.06328,-1.0,0.0,-2.0,,-1.0,-2.0,-1.5,0,0
984,51.55017,0.04819,-2.0,,-3.5,,-1.5,-2.0,-2.0,0,0
985,51.42575,-0.18,-2.5,-4.0,5.5,2.5,-1.0,-2.0,-1.5,0,0
986,51.5514,0.07587,-0.5,,-2.0,,0.0,0.0,0.0,0,0
987,51.53825,0.01846,1.0,,1.0,,1.0,2.0,2.0,0,0
988,51.53949,0.04614,0.5,,-3.0,,0.0,0.0,0.0,0,0
989,51.44213,-0.17007,0.5,-1.5,0.5,1.5,0.0,-1.0,-1.0,0,0
990,51.57389,-0.07202,-1.0,,-4.5,,-1.5,-1.0,-1.0,0,0
991,51.55628,-0.10971,-1.0,2.5,1.5,,0.0,0.0,0.0,0,0
992,51.55755,-0.08199,0.0,0.0,-1.0,,0.0,0.5,1.0,0,0
993,51.58477,-0.00698,-1.0,,-2.5,,0.0,-1.0,-1.0,0,0
994,51.58601,0.02073,0.0,,-4.0,,0.0,0.0,0.0,0,0
995,51.44321,-0.14701,0.0,0.0,-1.5,2.0,1.0,-1.5,-1.5,0,0
996,51.41361,-0.15599,-1.0,0.5,-2.0,0.0,-0.5,-1.5,-1.0,0,0
997,51.48976,-0.17258,-0.5,-1.0,0.5,,0.5,-1.0,0.0,0,0
998,51.46891,-0.2211,-1.5,2.0,1.5,1.0,3.0,0.0,1.0,0,0
999,51.47775,-0.20229,-0.5,0.0,-6.0,-2.0,-1.0,-1.0,-1.0,0,0
1000,51.54468,-0.18862,0.5,0.0,0.5,,0.0,0.5,1.0,0,0
1001,51.54913,-0.14999,0.5,0.0,2.5,,1.5,1.0,0.5,0,0
1002,51.52832,-0.19855,0.0,1.0,-1.0,,0.0,0.0,0.5,0,0
1003,51.55649,-0.10509,-2.0,-1.5,-3.0,,2.0,3.0,5.5,0,0
1004,51.51955,-0.15898,-0.5,0.0,1.5,,-0.5,0.0,0.0,0,0
1005,51.55522,-0.13281,1.0,1.0,2.0,,1.0,-1.0,-1.0,0,0
1006,51.49676,-0.07862,-0.5,-1.5,-1.0,,-1.0,0.0,-0.5,0,0
1007,51.49802,-0.05094,2.0,3.5,2.0,,1.0,0.0,0.5,0,0
1008,51.4896,-0.11885,2.0,-0.5,-0.5,,1.5,1.0,1.5,0,0
1009,51.46878,-0.16736,-0.5,-1.0,0.5,-1.0,0.5,1.0,1.0,0,0
1010,51.47323,-0.12879,2.0,-1.5,2.5,0.0,0.5,0.5,0.0,0,0
1011,51.54555,0.06331,-0.5,,2.0,,-2.0,-0.5,-2.0,0,0
1012,51.54979,-0.01937,2.0,,3.5,,1.5,2.5,2.0,0,0
1013,51.54118,0.02474,-0.5,,0.5,,1.0,-0.5,-0.5,0,0
1014,51.47706,-0.04577,-0.5,1.5,-0.5,,-1.0,-0.5,-1.0,0,0
1015,51.56187,0.07331,0.5,,2.5,,0.5,1.0,0.0,0,0
1016,51.45627,-0.09427,0.0,0.5,0.5,-2.0,0.0,1.0,1.0,0,0
1017,51.4607,-0.05572,-0.5,0.0,0.5,,1.5,1.5,1.0,0,0
1018,51.54473,0.04486,1.0,,-2.5,,2.0,2.0,2.0,0,0
1019,51.54909,0.08343,-0.5,,4.5,,0.5,0.5,0.5,0,0
1020,51.53718,0.05371,0.5,,-2.5,,0.0,-0.5,0.5,0,0
1021,51.57159,-0.06444,1.0,,-3.0,,1.0,-1.0,-1.0,0,0
1022,51.55083,-0.11303,1.0,0.0,3.0,,1.5,1.5,1.0,0,0
1023,51.55524,-0.07441,-1.0,3.0,-3.0,,-1.0,-1.0,-0.5,0,0
1024,51.5837,0.0283,1.5,,0.0,,2.0,1.0,2.0,0,0
1025,51.54863,-0.21766,0.0,0.5,-0.5,,0.0,1.0,1.0,0,0
1026,51.43775,-0.15032,0.5,-1.0,1.5,-0.5,0.0,0.0,-1.0,0,0
1027,51.48545,-0.03617,-1.0,0.5,-2.5,,-0.5,-0.5,-1.0,0,0
1028,51.55817,-0.00977,0.0,,-3.0,,0.0,-2.0,-1.0,0,0
1029,51.48103,-0.07473,1.5,-1.0,-2.5,,0.5,1.0,1.5,0,0
1030,51.55378,-0.04836,0.0,,-2.5,,0.5,1.0,0.0,0,0
1031,51.5745,0.00022,-1.0,,-1.0,,-0.5,0.0,-1.0,0,0
1032,51.53226,-0.22759,0.5,0.0,-2.5,,1.0,-0.5,0.0,0,0
1033,51.4843,-0.1759,-1.0,0.0,-1.0,-4.0,-0.5,-1.0,-0.5,0,0
1034,51.46661,-0.21352,-1.5,-1.0,-0.5,-1.5,-1.5,-2.5,-1.5,0,0
1035,51.54239,-0.18103,0.5,-1.5,0.0,,-0.5,-2.5,-2.0,0,0
1036,51.54367,-0.1533,-0.5,-4.0,-6.0,,-1.0,-0.5,0.0,0,0
1037,51.51102,-0.05648,0.0,-0.5,-6.0,,0.0,0.0,-1.0,0,0
1038,51.52602,-0.19097,0.0,-1.5,2.5,,0.0,0.0,0.0,0,0
1039,51.46842,-0.11827,0.0,1.0,-2.5,-1.0,0.0,0.5,1.0,0,0
1040,51.49927,-0.08157,0.0,0.5,2.0,,1.0,-0.5,0.5,0,0
1041,51.50054,-0.05389,-1.0,-2.5,-1.5,,-1.0,0.5,-0.5,0,0
1042,51.48671,-0.00851,2.0,-3.0,-1.5,,1.0,0.0,0.5,0,0
1043,51.498,-0.10926,-2.0,0.0,-1.0,,2.0,0.0,0.5,0,0
1044,51.49212,-0.12181,-2.0,-0.5,-0.5,,-0.5,0.0,-1.0,0,0
1045,51.57507,0.07241,0.0,,-3.5,,2.5,2.0,2.0,0,0
1046,51.49356,-0.14785,2.0,3.0,-1.5,,2.5,0.5,0.0,0,0
1047,51.4713,-0.17032,1.0,2.0,-2.0,0.5,0.0,-0.5,0.0,0,0
1048,51.47575,-0.13175,-1.5,1.0,-3.5,-2.0,-1.0,-1.0,-1.0,0,0
1049,51.47076,-0.06753,1.0,1.0,-0.5,,1.0,0.5,0.5,0,0
1050,51.55231,-0.02232,-2.0,,-4.0,,-1.5,-2.0,-2.0,0,0
1051,51.47958,-0.04872,-0.5,-0.5,0.5,,0.0,-1.0,0.0,0,0
1052,51.45879,-0.09722,0.5,0.5,1.0,2.5,0.5,-1.0,-1.0,0,0
1053,51.42791,-0.13388,-0.5,0.0,-1.5,-2.5,-0.5,-0.5,-1.0,0,0
1054,51.46322,-0.05867,0.5,-0.5,1.5,,-0.5,0.5,0.0,0,0
1055,51.54724,0.04191,0.0,,6.0,,-1.0,-1.0,-1.0,0,0
1056,51.55161,0.08048,0.0,,2.5,,-0.5,-0.5,-0.5,0,0
1057,51.53091,0.03193,0.0,,-1.0,,0.0,0.0,0.0,0,0
1058,51.5397,0.05076,0.5,,-6.5,,-1.0,-1.5,-1.0,0,0
1059,51.5194,0.01144,-0.5,,1.0,,-0.5,-0.5,0.0,0,0
1060,51.5741,-0.0674,0.0,,-2.5,,0.0,0.0,0.0,0,0
1061,51.51501,-0.02713,0.0,1.0,0.0,,0.0,-0.5,0.0,0,0
1062,51.55334,-0.11599,0.5,-0.5,-1.0,,0.0,0.5,-0.5,0,0
1063,51.55776,-0.07737,1.0,-2.0,0.5,,1.5,-0.5,0.0,0,0
1064,51.58621,0.02534,0.0,,2.0,,0.0,0.0,0.5,0,0
1065,51.55114,-0.22063,1.0,3.5,-2.5,,0.5,-1.0,-1.0,0,0
1066,51.44027,-0.15328,0.5,2.5,1.5,1.5,0.0,1.0,1.0,0,0
1067,51.53477,-0.23056,-1.0,1.0,4.5,,0.5,-0.5,0.0,0,0
1068,51.42388,-0.1632,-1.0,-0.5,-2.0,-0.5,-1.0,-1.0,0.0,0,0
1069,51.48681,-0.17886,0.5,-2.0,-0.5,-4.0,-0.5,-0.5,0.0,0,0
1070,51.46913,-0.21648,2.5,-1.0,-2.0,2.0,5.0,2.5,3.0,0,0
1071,51.50242,-0.07068,0.0,1.0,0.5,,-0.5,0.0,-0.5,0,0
1072,51.47043,-0.18879,0.0,-1.0,1.0,-2.5,-0.5,0.5,-0.5,0,0
1073,51.5449,-0.18399,1.5,-0.5,-0.5,,0.5,1.5,1.0,0,0
1074,51.54619,-0.15627,0.0,-2.0,-4.0,,0.0,-1.5,-1.5,0,0
1075,51.52795,-0.14939,-1.0,0.0,-2.5,,-0.5,-1.0,0.5,0,0
1076,51.53198,-0.06165,-1.0,0.0,-1.0,,-1.0,-1.5,-1.0,0,0
1077,51.52351,-0.188,1.0,-1.0,-2.0,,-1.0,-0.5,-0.5,0,0
1078,51.52757,-0.10025,-1.5,0.0,1.5,,-1.0,0.0,0.0,0,0
1079,51.54431,-0.13944,1.0,1.0,0.5,,1.5,-0.5,-1.5,0,0
1080,51.50872,-0.04891,0.5,-1.0,2.5,,0.5,1.0,1.0,0,0
1081,51.55308,-0.17902,0.0,-0.5,0.5,,-0.5,0.0,0.0,0,0
1082,51.52853,-0.19393,-0.5,-1.5,1.0,,0.5,0.5,0.5,0,0
1083,51.52982,-0.16621,1.5,-4.0,0.0,,1.5,-1.0,-0.5,0,0
1084,51.49824,-0.04632,0.0,1.0,-3.5,,0.0,-0.5,-0.5,0,0
1085,51.50856,-0.224,-2.5,1.5,-1.5,,-1.5,-1.0,-1.0,0,0
1086,51.469,-0.16275,-0.5,3.0,2.5,1.0,-1.0,-0.5,-1.0,0,0
1087,51.47029,-0.13506,0.5,-1.0,2.0,1.0,-1.0,-0.5,-1.5,0,0
1088,51.46846,-0.05997,0.0,0.5,3.5,,0.0,0.0,0.5,0,0
1089,51.42804,-0.18757,0.5,6.5,4.0,5.5,-0.5,0.0,0.5,0,0
1090,51.45649,-0.08965,-0.5,0.0,2.5,-1.0,-0.5,0.0,-0.5,0,0
1091,51.45776,-0.06199,0.5,-0.5,1.0,,0.0,1.0,0.5,0,0
1092,51.54493,0.04947,-2.0,,-5.0,,-2.0,-2.5,-2.5,0,0
1093,51.44443,-0.17764,0.0,-0.5,-2.0,-0.5,-0.5,-0.5,0.0,0,0
1094,51.54616,0.07715,-1.5,,-2.0,,-1.5,-2.0,-2.0,0,0
1095,51.5286,0.03949,0.0,,-1.0,,0.0,0.0,0.5,0,0
1096,51.55104,-0.10841,-1.5,-0.5,1.0,,-0.5,-2.0,-1.5,0,0
1097,51.55231,-0.08069,0.5,-0.5,2.0,,0.0,-1.0,-0.5,0,0
1098,51.43797,-0.14571,-0.5,0.5,3.0,-0.5,0.5,0.0,-1.0,0,0
1099,51.42158,-0.15564,0.0,-2.5,-4.0,-0.5,-1.0,-0.5,0.0,0,0
1100,51.48451,-0.17128,1.5,1.0,1.0,1.0,2.0,1.0,1.0,0,0
1101,51.46367,-0.21979,2.0,0.5,4.5,5.5,3.5,3.5,3.5,0,0
1102,51.46814,-0.18121,-0.5,-1.5,0.5,-2.0,-0.5,-1.0,-2.0,0,0
1103,51.54389,-0.14868,-0.5,1.0,-0.5,,-2.0,1.5,0.0,0,0
1104,51.51123,-0.05186,-0.5,0.5,-2.5,,-0.5,-1.0,-0.5,0,0
1105,51.52307,-0.19725,0.5,2.5,0.5,,-0.5,0.0,0.5,0,0
1106,51.49045,-0.10039,1.5,-1.5,2.0,,1.0,0.0,0.5,0,0
1107,51.56194,-0.10177,1.0,1.0,-3.0,,0.0,1.0,1.0,0,0
1108,51.52752,-0.15863,1.0,-1.0,-2.0,,0.5,0.5,1.0,0,0
1109,51.55752,-0.14039,1.0,,-1.0,,1.0,0.5,0.5,0,0
1110,51.50075,-0.04928,-2.0,-2.0,-1.0,,-1.0,-0.5,-0.5,0,0
1111,51.57829,-0.0918,2.5,,8.0,,2.5,0.0,0.0,0,0
1112,51.47151,-0.16571,-1.0,1.0,0.5,-1.5,0.0,0.0,-0.5,0,0
1113,51.4728,-0.13802,1.0,0.5,5.5,-1.0,1.0,1.5,1.5,0,0
1114,51.47097,-0.06292,-1.5,0.0,3.0,,-1.5,0.5,0.5,0,0
1115,51.54786,0.05575,0.0,,-1.0,,-1.0,-1.0,-1.0,0,0
1116,51.47224,-0.03525,1.0,0.5,4.0,,2.0,0.0,0.5,0,0
1117,51.54663,0.02807,-0.5,,-1.0,,-0.5,0.0,0.0,0,0
1118,51.459,-0.09261,-1.0,-0.5,0.5,-1.5,-0.5,0.0,0.5,0,0
1119,51.56419,0.06574,0.0,,-1.5,,1.0,1.0,1.0,0,0
1120,51.46028,-0.06494,0.0,0.5,1.5,,0.5,0.5,0.5,0,0
1121,51.56296,0.03806,-1.0,,-1.5,,-0.5,-1.5,-1.5,0,0
1122,51.54745,0.04653,1.0,,13.5,,1.0,0.5,0.5,1,0
1123,51.54868,0.0742,-2.5,,-2.0,,-1.5,-1.0,-1.0,0,0
1124,51.53112,0.03654,0.0,,-1.0,,0.0,-0.5,0.0,0,0
1125,51.53235,0.06421,0.0,,-0.5,,-0.5,-0.5,-0.5,0,0
1126,51.5653,-0.08625,-2.0,,-4.5,,-2.0,-2.0,-1.0,0,0
1127,51.55355,-0.11137,-2.0,0.0,-3.0,,-1.0,-1.5,0.0,0,0
1128,51.55482,-0.08365,0.0,2.5,1.0,,-0.5,0.5,1.5,0,0
1129,51.54382,-0.2071,-1.0,-0.5,-0.5,,-1.0,-0.5,-0.5,0,0
1130,51.44048,-0.14866,0.0,-2.5,0.5,1.0,-0.5,0.0,1.0,0,0
1131,51.48775,-0.04374,1.0,3.5,2.0,,1.0,0.0,0.0,0,0
1132,51.56048,-0.01734,1.0,,0.5,,0.0,-1.0,-1.5,0,0
1133,51.55922,-0.04504,2.0,,0.5,,3.0,2.5,3.5,0,0
1134,51.48649,-0.07141,-1.0,-1.5,-3.0,,-1.5,0.0,-0.5,0,0
1135,51.57681,-0.00736,0.5,,1.0,,-1.0,-1.0,-1.0,0,0
1136,51.4241,-0.15859,0.0,0.5,1.5,-1.0,1.5,1.0,0.0,0,0
1137,51.57556,-0.03507,2.0,,2.5,,3.0,1.5,0.5,0,0
1138,51.48703,-0.17424,0.5,2.5,2.0,2.0,0.0,0.5,-0.5,0,0
1139,51.47065,-0.18417,1.0,1.5,5.0,5.5,1.5,2.0,2.0,0,0
1140,51.5464,-0.15165,1.0,0.0,-1.5,,1.0,-1.5,-0.5,0,0
1141,51.50578,-0.05518,-1.0,1.5,0.5,,-1.0,-0.5,-1.0,0,0
1142,51.52559,-0.20021,1.5,0.5,0.5,,0.0,-1.5,-1.5,0,0
1143,51.47072,-0.12584,-1.0,2.0,-1.5,-3.0,0.5,-1.5,-1.5,0,0
1144,51.48815,-0.09282,-1.5,0.5,1.5,,1.0,1.0,1.5,0,0
1145,51.46943,-0.15352,1.0,0.5,1.5,3.0,0.5,0.5,1.0,0,0
1146,51.53004,-0.16159,0.5,4.0,2.5,,0.5,1.5,1.5,0,0
1147,51.5003,-0.11683,-1.0,-1.0,-0.5,,-3.5,-1.0,-0.5,0,0
1148,51.4705,-0.13045,0.5,0.0,-0.5,2.0,0.5,0.5,0.0,0,0
1149,51.58051,0.07574,-1.0,,-1.5,,0.0,-1.0,-1.0,0,0
1150,51.49902,-0.14453,-1.0,-1.5,3.5,,0.5,-0.5,-1.0,0,0
1151,51.46552,-0.06624,0.0,0.0,-3.0,,2.0,0.5,1.0,0,0
1152,51.54637,0.08176,-0.5,,2.0,,-1.5,-2.0,-1.5,0,0
1153,51.42288,-0.12797,0.0,-1.0,-5.0,-1.0,0.0,-0.5,0.0,0,0
1154,51.52567,0.03321,-1.0,,-2.5,,-1.0,0.5,-0.5,0,0
1155,51.43466,-0.10291,0.0,-1.0,-2.5,-1.5,-1.0,0.5,0.5,0,0
1156,51.56299,-0.07867,2.5,,-1.0,,0.5,2.0,2.0,0,0
1157,51.43337,-0.13057,-1.0,0.0,0.5,-0.5,-1.0,0.0,-1.0,0,0
1158,51.55252,-0.07607,-0.5,-0.5,0.0,,0.5,1.5,1.0,0,0
1159,51.49216,-0.00519,-1.5,0.5,3.5,,-2.5,-2.0,-2.0,0,0
1160,51.5898,-0.01289,-1.0,,-2.5,,-0.5,1.0,0.5,0,0
1161,51.4909,-0.03285,-1.0,1.0,-1.5,,-1.0,-1.5,-2.0,0,0
1162,51.54153,-0.19952,0.0,1.5,1.0,,0.0,-1.0,-1.0,0,0
1163,51.52171,0.00387,-0.5,,-3.5,,0.0,-1.5,-1.0,0,0
1164,51.52953,-0.22925,-2.0,-0.5,-4.5,,-1.5,-1.0,-1.0,0,0
1165,51.52045,-0.02381,0.5,3.0,2.5,,1.5,-1.0,-0.5,0,0
1166,51.41864,-0.1619,-1.0,-1.0,-3.5,-4.5,-0.5,-0.5,-0.5,0,0
1167,51.46388,-0.21518,0.5,0.0,1.0,1.0,-1.0,-1.0,-1.0,0,0
1168,51.46519,-0.18748,-1.0,-4.0,-2.0,-4.0,-1.5,0.0,-0.5,0,0
1169,51.5083,-0.05814,-0.5,-1.0,-2.5,,-0.5,-1.0,-0.5,0,0
1170,51.52329,-0.19262,-0.5,-2.5,-1.0,,-1.0,0.5,0.5,0,0
1171,51.52458,-0.16491,0.5,3.0,-2.0,,0.5,1.0,1.0,0,0
1172,51.49067,-0.09578,-1.0,-1.0,1.5,,-0.5,0.0,0.0,0,0
1173,51.49194,-0.0681,1.0,-0.5,1.0,,0.5,-0.5,0.5,0,0
1174,51.47302,-0.13341,-0.5,-0.5,1.5,1.5,-1.0,0.0,1.0,0,0
1175,51.50473,-0.07825,0.0,-0.5,-3.5,,0.0,2.0,2.0,0,0
1176,51.56403,0.00279,0.0,,-1.0,,0.5,0.5,0.0,0,0
1177,51.50345,-0.10595,0.0,1.0,-2.5,,-0.5,-0.5,-1.0,0,0
1178,51.46803,-0.06919,0.5,-3.0,0.0,,0.0,1.5,1.5,0,0
1179,51.52544,-0.14643,0.5,1.0,-1.0,,-0.5,1.0,0.5,0,0
1180,51.53429,-0.06923,0.0,1.5,2.5,,-0.5,0.0,0.0,0,0
1181,51.52099,-0.18504,1.0,-2.0,-2.0,,-0.5,1.0,0.5,0,0
1182,51.53302,-0.09693,0.0,-2.5,1.0,,0.0,1.5,0.5,0,0
1183,51.5418,-0.13648,-0.5,0.0,0.0,,0.5,-0.5,-0.5,0,0
1184,51.45167,-0.07914,0.0,-0.5,1.0,1.5,-1.0,0.5,1.0,0,0
1185,51.46049,-0.06033,0.0,-2.0,-3.5,,0.0,0.5,0.5,0,0
1186,51.55772,0.03934,2.5,,2.5,,2.5,2.5,2.5,0,0
1187,51.54888,0.07882,2.0,,0.5,,2.0,2.5,2.5,0,0
1188,51.52819,0.03026,0.0,,1.5,,0.0,1.5,0.5,0,0
1189,51.50605,-0.22104,2.0,1.5,-0.5,,3.0,3.0,2.5,0,0
1190,51.53256,0.06882,4.0,,4.0,,4.0,3.5,4.0,0,0
1191,51.56551,-0.08163,-0.5,,-0.5,,-1.0,-0.5,-0.5,0,0
1192,51.54474,-0.1302,0.0,-1.5,2.5,,1.0,1.0,0.5,0,0
1193,51.55503,-0.07903,1.0,-2.5,3.0,,3.0,0.0,-1.0,0,0
1194,51.59231,-0.01585,-0.5,,2.5,,-1.5,1.0,1.5,0,0
1195,51.54404,-0.20248,-0.5,-3.5,-2.5,,-0.5,-0.5,-0.5,0,0
1196,51.43164,-0.16746,-0.5,-1.5,2.0,-3.5,-1.0,0.0,-1.0,0,0
1197,51.44191,-0.17468,-1.0,1.0,2.0,1.0,0.0,-1.5,-1.0,0,0
1198,51.53204,-0.23222,-1.0,2.0,0.0,,-0.5,1.0,0.0,0,0
1199,51.42115,-0.16486,-1.0,-3.0,1.5,-1.0,-0.5,1.0,0.5,0,0
1200,51.4973,-0.18147,-0.5,0.5,-1.0,,0.0,0.0,-1.0,0,0
1201,51.4664,-0.21814,-0.5,0.5,1.5,-1.0,0.0,0.5,0.0,0,0
1202,51.4677,-0.19044,-1.0,-1.0,-6.0,-5.0,-1.0,-2.0,-1.0,0,0
1203,51.50599,-0.05057,1.0,3.5,4.0,,0.0,0.0,-1.0,0,0
1204,51.5258,-0.19559,-2.0,0.5,-0.5,,-0.5,-1.0,-1.0,0,0
1205,51.52709,-0.16787,0.5,-1.5,-0.5,,2.5,1.5,1.0,0,0
1206,51.48521,-0.09909,-0.5,0.5,-0.5,,0.0,2.0,1.0,0,0
1207,51.48964,-0.06053,1.0,0.0,2.0,,0.5,0.0,0.5,0,0
1208,51.56172,0.01036,0.5,,-3.0,,0.5,-1.0,-0.5,0,0
1209,51.46573,-0.06162,1.0,0.5,-2.0,,-0.5,1.0,0.0,0,0
1210,51.55541,0.04691,-1.0,,-2.0,,-1.0,-0.5,-0.5,0,0
1211,51.55943,-0.09881,-1.0,1.0,-1.5,,-0.5,0.0,-1.0,0,0
1212,51.52588,0.03782,-0.5,,-0.5,,-0.5,-1.0,-0.5,0,0
1213,51.55501,-0.13743,0.0,0.5,-1.0,,0.0,-1.5,-1.5,0,0
1214,51.56006,-0.08495,-0.5,,0.0,,0.0,0.0,0.0,0,0
1215,51.57578,-0.08884,2.0,,5.0,,1.5,0.0,-0.5,0,0
1216,51.54244,-0.12262,0.5,3.0,6.0,,0.0,2.0,2.0,0,0
1217,51.59001,-0.00827,0.0,,-0.5,,0.5,-2.0,-1.0,0,0
1218,51.59124,0.01944,-0.5,,-2.5,,0.0,-0.5,-0.5,0,0
1219,51.53858,-0.20579,1.5,2.0,6.0,,2.0,-0.5,-0.5,0,0
1220,51.42934,-0.15989,-1.0,0.0,3.5,0.5,0.0,0.0,0.0,0,0
1221,51.54411,0.03102,0.0,,0.5,,2.0,1.0,1.0,0,0
1222,51.41885,-0.15729,1.0,2.0,4.0,4.5,1.5,0.0,-1.0,0,0
1223,51.56167,0.06869,-1.0,,-3.0,,-1.0,-1.0,-1.5,0,0
1224,51.495,-0.17389,0.0,-0.5,-4.5,,-1.5,-1.5,-1.0,0,0
1225,51.56044,0.04101,-1.5,,-2.0,,-1.0,-1.0,-1.0,0,0
1226,51.4654,-0.18286,0.0,0.5,3.0,2.0,1.0,-1.0,-0.5,0,0
1227,51.50851,-0.05352,0.0,-2.0,-1.5,,0.0,0.5,1.0,0,0
1228,51.5248,-0.16029,-3.0,-3.5,-2.0,,-1.5,0.0,0.5,0,0
1229,51.48773,-0.10205,3.5,-1.0,-2.5,,0.5,0.0,0.0,0,0
1230,51.49215,-0.06348,-1.0,0.0,-1.0,,-1.0,-0.5,-1.0,0,0
1231,51.56423,0.00741,1.5,,1.5,,0.5,-1.0,2.0,0,0
1232,51.54351,-0.04116,0.0,,-1.5,,-0.5,1.0,1.5,0,0
1233,51.46825,-0.06458,1.0,-0.5,2.5,,0.5,-0.5,0.0,0,0
1234,51.45188,-0.07453,-1.0,-1.0,-0.5,,0.0,-0.5,-0.5,0,0
1235,51.55792,0.04396,-1.5,,-3.0,,-1.5,-1.0,-1.0,0,0
1236,51.55915,0.07164,-0.5,,-3.5,,-1.0,-0.5,0.0,0,0
1237,51.48397,-0.06846,-1.0,3.0,-3.0,,-2.0,-1.0,-0.5,0,0
1238,51.55671,-0.04209,0.0,,1.5,,-1.0,-1.0,-1.0,0,0
1239,51.5743,-0.0044,0.0,,2.0,,-0.5,0.0,0.0,0,0
1240,51.52839,0.03488,-0.5,,-1.5,,-0.5,0.0,0.0,0,0
1241,51.57305,-0.03211,-1.0,,1.5,,-0.5,-1.0,0.0,0,0
1242,51.52963,0.06255,0.5,,4.0,,1.5,2.0,2.0,0,0
1243,51.56257,-0.08791,2.5,,1.5,,2.0,4.0,3.5,0,0
1244,51.54495,-0.12558,0.0,1.0,0.0,,1.5,-2.0,-2.0,0,0
1245,51.54622,-0.09787,0.0,0.0,-1.0,,0.0,-1.0,-1.0,0,0
1246,51.59252,-0.01123,2.0,,3.5,,2.0,3.5,3.5,0,0
1247,51.4682,-0.12288,-0.5,-1.5,5.0,0.0,-0.5,0.0,-1.0,0,0
1248,51.54109,-0.20876,-0.5,1.5,1.5,,0.5,-1.0,-1.0,0,0
1249,51.46692,-0.15056,0.0,0.5,-3.5,-4.5,0.0,-1.0,-1.5,0,0
