idx,lat,lng,driving_o0,cycling_o0,transit_o0,walking_o0,driving_o1,driving_o2,driving_o3,n_modes_anom,n_origins_anom
310,51.54976,0.03896,0.0,,0.5,,0.5,-1.5,-1.5,0,0
311,51.47848,-0.13009,-1.0,-1.0,1.5,-5.0,-1.5,-0.5,0.0,0,0
312,51.53928,0.04153,-1.0,,0.5,,0.0,-0.5,-0.5,0,0
313,51.47719,-0.15778,3.0,1.5,-0.5,6.0,4.0,2.0,1.5,0,0
314,51.54052,0.06921,-1.5,,1.0,,-1.5,0.0,-1.0,0,0
315,51.48896,-0.1327,-2.0,0.0,-6.0,,-1.0,-0.5,-1.0,0,0
316,51.57347,-0.08126,-0.5,,1.5,,-1.0,0.0,-0.5,0,0
317,51.48767,-0.16039,0.0,-1.0,-1.0,5.0,-0.5,-1.0,-0.5,0,0
318,51.55586,-0.11895,0.5,-2.5,0.0,,0.5,-1.0,-1.5,0,0
319,51.5858,0.01611,-0.5,,-1.5,,0.0,0.5,-0.5,0,0
320,51.58703,0.04381,1.0,,0.5,,1.0,1.0,1.0,0,0
321,51.41153,-0.14381,-1.0,-0.5,0.5,1.5,-1.5,-0.5,-1.5,0,0
322,51.44278,-0.15623,1.0,-1.5,-1.5,-2.5,1.0,0.5,1.0,0,0
323,51.44242,-0.10716,0.0,0.0,0.0,2.0,0.0,-1.0,-2.0,0,0
324,51.54425,-0.19786,2.5,0.0,2.5,,2.5,2.0,1.0,0,0
325,51.44113,-0.13483,0.0,-2.0,0.5,0.5,0.5,-1.0,-0.5,0,0
326,51.48486,-0.22041,-1.0,-1.0,-3.0,,-1.5,-1.0,-1.0,0,0
327,51.49991,-0.00942,-2.0,-1.0,1.5,,-2.0,-3.0,-2.5,0,0
328,51.5487,-0.15923,1.0,1.0,1.0,,1.0,0.0,0.0,0,0
329,51.49866,-0.0371,0.0,-1.0,-2.0,,-1.0,-0.5,-1.0,0,0
330,51.52192,-0.04983,0.0,1.0,-1.0,,2.0,1.5,1.5,0,0
331,51.51185,0.02028,0.0,,1.0,,0.0,0.5,0.0,0,0
332,51.50115,-0.09837,-1.0,1.0,0.5,,-1.0,-2.0,-2.0,0,0
333,51.5106,-0.00739,-1.0,,-1.5,,-1.0,-0.5,0.0,0,0
334,51.51912,-0.16822,0.5,-2.0,-1.0,,-2.0,0.0,0.0,0,0
335,51.50557,-0.0598,-0.5,-1.5,-1.0,,-0.5,-1.0,-0.5,0,0
336,51.51563,-0.01329,2.5,2.5,-3.5,,2.0,1.0,0.0,0,0
337,51.51688,0.01439,-0.5,,-0.5,,-0.5,-2.0,-1.5,0,0
338,51.49929,-0.02326,0.0,-0.5,-1.0,,0.0,0.0,0.0,0,0
339,51.50054,0.00441,0.5,0.5,-5.5,,0.5,0.0,0.0,0,0
340,51.42856,-0.12005,-1.5,-1.5,-0.5,-3.5,-2.0,-1.0,-1.0,0,0
341,51.4927,-0.16631,0.0,-1.0,2.0,,-0.5,-0.5,0.0,0,0
342,51.57568,0.08625,0.0,,0.5,,1.0,0.5,1.0,0,0
343,51.51248,-0.08251,-1.5,-1.5,-0.5,,-0.5,-0.5,0.0,0,0
344,51.49399,-0.13861,1.0,-0.5,1.0,,0.0,0.0,0.0,0,0
345,51.51121,-0.1102,0.0,1.5,-1.0,,-1.5,-2.5,-2.5,0,0
346,51.47632,-0.17625,-0.5,-2.5,-0.5,-3.0,-1.0,-1.5,-2.0,0,0
347,51.53319,-0.15069,2.0,-4.0,0.5,,2.5,2.5,2.5,0,0
348,51.47762,-0.14855,-3.0,-1.0,-3.5,-3.0,-2.5,-2.0,-2.0,0,0
349,51.52875,-0.18931,0.5,0.0,-2.5,,0.0,0.5,0.5,0,0
350,51.56488,-0.0371,-1.0,,-1.0,,-2.0,0.0,-0.5,0,0
351,51.54955,-0.14075,-2.5,-0.5,-6.0,,-1.5,-0.5,-1.5,0,0
352,51.56613,-0.00939,-0.5,,-0.5,,-1.0,-1.0,0.0,0,0
353,51.55294,-0.06684,-0.5,1.0,4.0,,-0.5,-1.0,0.0,0,0
354,51.48167,-0.06089,-0.5,-1.0,-4.0,,0.0,0.0,-1.0,0,0
355,51.55419,-0.03913,0.0,,2.0,,0.5,0.5,1.0,0,0
356,51.48293,-0.03322,1.0,0.0,-0.5,,0.5,0.5,0.0,0,0
357,51.49621,-0.20456,-2.0,0.5,1.5,,0.5,-1.0,-1.5,0,0
358,51.46531,-0.07085,-0.5,0.0,5.0,,-1.0,-1.0,0.0,0,0
359,51.55228,0.03601,0.0,,4.5,,0.5,0.5,0.5,0,0
360,51.55351,0.0637,0.0,,1.5,,-0.5,-1.0,0.0,0,0
361,51.5418,0.03858,0.5,,3.5,,1.0,-1.0,-1.0,0,0
362,51.54303,0.06626,1.5,,-2.5,,2.5,1.0,2.0,0,0
363,51.57599,-0.08422,-0.5,,-6.0,,-1.0,0.5,0.5,0,0
364,51.55837,-0.12191,-1.0,2.0,0.0,,-1.5,1.5,1.0,0,0
365,51.44967,-0.17895,0.5,1.5,1.0,3.5,0.0,0.0,1.0,0,0
366,51.55964,-0.09419,-0.5,1.5,3.0,,0.5,-0.5,-0.5,0,0
367,51.44837,-0.20663,1.5,1.5,-1.5,3.5,1.0,0.5,1.0,0,0
368,51.58832,0.01316,2.5,,3.0,,2.0,2.5,4.5,0,0
369,51.58955,0.04086,1.0,,5.0,,1.5,2.0,2.0,0,0
370,51.44529,-0.15919,0.0,2.0,0.0,7.0,0.0,-1.0,-0.5,0,0
371,51.54677,-0.20083,0.0,-0.5,-3.5,,0.0,-0.5,-0.5,0,0
372,51.48737,-0.22338,-0.5,-1.0,1.5,,-1.0,-1.0,-1.0,0,0
373,51.55121,-0.16219,-1.0,-1.5,-4.0,,-0.5,0.0,-0.5,0,0
374,51.5304,-0.21076,-0.5,-1.0,2.5,,-1.0,1.5,1.0,0,0
375,51.49885,-0.0908,0.5,-1.5,-2.0,,0.0,-1.0,-0.5,0,0
376,51.52164,-0.17118,1.0,0.5,-3.5,,1.5,1.0,1.0,0,0
377,51.50012,-0.06312,-2.0,-1.0,-3.5,,-1.5,1.0,1.0,0,0
378,51.51457,0.02195,-0.5,,4.0,,-0.5,1.0,0.0,0,0
379,51.56718,-0.10307,6.0,,-3.5,,6.0,4.0,3.5,0,0
380,51.49383,-0.02658,-1.5,1.5,5.0,,-2.0,-3.0,-2.5,0,0
381,51.56276,-0.14169,-1.0,,3.0,,0.0,0.0,0.0,0,0
382,51.49169,-0.13104,0.0,-2.0,-1.5,,1.0,0.0,0.0,0,0
383,51.47087,-0.17956,1.0,0.0,-1.5,-2.0,0.5,0.0,0.5,0,0
384,51.47532,-0.14098,-0.5,-1.0,-3.0,2.5,0.5,-2.0,-1.5,0,0
385,51.55943,-0.04042,-0.5,,3.0,,0.0,1.0,2.0,0,0
386,51.56382,-0.00182,0.5,,2.5,,0.0,-0.5,1.5,0,0
387,51.55189,-0.03156,1.0,,-2.0,,0.0,-0.5,0.5,0,0
388,51.48063,-0.02566,-1.5,-3.0,-1.0,,-0.5,-1.0,-0.5,0,0
389,51.53425,0.04743,0.0,,3.5,,1.0,0.0,0.0,0,0
390,51.45985,-0.07416,0.0,0.5,-1.0,,0.5,-0.5,-0.5,0,0
391,51.55181,0.0851,0.0,,-5.0,,-0.5,0.0,0.0,0,0
392,51.54683,0.03268,0.0,,0.5,,0.5,-0.5,-0.5,0,0
393,51.55058,0.05742,-0.5,,-1.0,,-1.0,-1.0,0.0,0,0
394,51.5512,0.07126,1.0,,2.5,,0.0,0.5,0.0,0,0
395,51.54072,0.07382,0.5,,4.5,,0.5,0.0,0.0,0,0
396,51.57368,-0.07664,-1.0,,1.5,,2.0,-0.5,0.5,0,0
397,51.55292,-0.12523,-0.5,2.5,3.0,,-0.5,-1.0,-1.0,0,0
398,51.55734,-0.08661,-1.0,1.0,0.5,,0.0,0.0,-0.5,0,0
399,51.46343,-0.05406,0.5,-1.5,6.5,,0.5,0.5,1.0,0,0
400,51.58724,0.04843,0.0,,1.0,,0.5,0.0,0.0,0,0
401,51.46215,-0.08173,1.0,-1.5,-1.0,,0.0,0.0,0.5,0,0
402,51.43983,-0.1625,0.5,1.0,-1.0,-2.0,1.0,-1.0,-1.0,0,0
403,51.54447,-0.19324,-0.5,0.5,-4.5,,-0.5,-1.0,-1.0,0,0
404,51.48508,-0.2158,-0.5,2.0,3.5,,1.5,2.0,1.0,0,0
405,51.47412,-0.05204,0.0,3.5,2.0,,-0.5,1.5,1.5,0,0
406,51.54539,-0.05797,-2.5,2.5,0.0,,-2.0,-0.5,0.0,0,0
407,51.56299,-0.02029,0.5,,-2.5,,1.5,0.5,-1.0,0,0
408,51.54576,-0.16551,0.0,-0.5,0.5,,0.0,0.5,0.0,0,0
409,51.56174,-0.048,1.5,,0.5,,1.0,-3.5,-5.5,0,0
410,51.51459,-0.03636,-1.0,0.5,-3.0,,-1.0,-0.5,0.0,0,0
411,51.5281,-0.20317,-1.0,4.0,3.0,,-1.0,0.0,-0.5,0,0
412,51.50136,-0.09376,-1.5,2.5,-6.0,,-1.0,-1.5,-1.5,0,0
413,51.50263,-0.06607,3.0,-3.5,10.5,,4.0,4.0,4.0,1,0
414,51.51709,0.019,1.5,,3.0,,1.5,2.5,2.5,0,0
415,51.47596,-0.12714,1.0,-2.0,-0.5,1.5,0.5,0.5,1.0,0,0
416,51.49635,-0.02953,4.0,17.5,7.0,,2.0,-1.5,-1.5,1,0
417,51.47467,-0.15482,-1.5,0.5,-4.5,1.0,-2.0,-1.5,-2.0,0,0
418,51.50075,0.00902,-3.0,-2.0,-1.5,,-1.0,-2.5,-2.0,0,0
419,51.43883,-0.12726,0.5,1.5,-2.5,-2.0,1.0,0.0,0.0,0,0
420,51.48537,-0.15281,0.0,-0.5,-0.5,-1.0,1.0,-2.0,-1.5,0,0
421,51.48516,-0.15743,-0.5,0.0,3.0,8.0,-0.5,0.0,0.5,0,0
422,51.4942,-0.134,2.0,0.5,1.0,,1.0,0.5,0.5,0,0
423,51.47338,-0.18252,1.5,0.5,1.0,2.5,0.0,0.0,0.5,0,0
424,51.47783,-0.14394,-1.0,2.0,2.5,-0.5,0.5,2.5,3.0,0,0
425,51.56195,-0.04338,1.0,,5.5,,0.5,-1.5,-3.0,0,0
426,51.56634,-0.00478,2.0,,4.0,,1.5,1.5,1.5,0,0
427,51.5456,-0.05335,-1.5,1.5,0.0,,-1.0,-1.5,-1.5,0,0
428,51.47285,-0.07971,-1.0,1.0,0.0,,-1.0,0.5,-0.5,0,0
429,51.43861,-0.13187,-1.0,1.0,2.0,-0.5,-0.5,2.0,1.0,0,0
430,51.5544,-0.03451,1.5,,1.0,,2.0,-1.0,-1.0,0,0
431,51.4974,-0.00647,0.0,0.0,3.0,,-1.0,-2.0,-1.0,0,0
432,51.48314,-0.02861,-1.0,2.5,-3.5,,0.0,0.0,-1.0,0,0
433,51.49614,-0.03415,1.0,-1.0,-1.0,,0.0,1.0,1.0,0,0
434,51.46237,-0.07712,0.5,0.0,-1.0,,0.5,0.5,0.5,0,0
435,51.54935,0.02973,0.0,,0.5,,0.5,0.5,0.5,0,0
436,51.55371,0.06831,-0.5,,3.5,,-0.5,1.0,-0.5,0,0
437,51.50809,-0.00444,-0.5,,-1.5,,-0.5,0.5,0.0,0,0
438,51.53301,0.01975,2.0,,-4.0,,2.0,-0.5,0.0,0,0
439,51.54324,0.07087,-2.0,,7.5,,-1.5,2.0,-1.0,0,0
440,51.5762,-0.0796,-0.5,,2.0,,-0.5,0.0,0.0,0,0
441,51.55543,-0.12819,0.0,1.0,4.5,,0.0,-0.5,-0.5,0,0
442,51.55985,-0.08957,0.5,0.0,0.5,,0.0,1.5,2.0,0,0
443,51.58975,0.04548,-1.0,,-2.0,,-1.5,-1.0,-1.0,0,0
444,51.44235,-0.16546,-1.5,0.5,-2.5,-2.5,-1.0,-0.5,-0.5,0,0
445,51.42596,-0.17538,4.5,1.5,1.5,0.0,3.5,4.5,3.5,0,0
446,51.54698,-0.1962,-2.5,7.5,1.5,,-1.5,0.5,0.5,0,0
447,51.50997,-0.07955,0.5,1.0,-1.5,,0.0,0.5,0.0,0,0
448,51.48759,-0.21876,1.0,2.0,-2.5,,-0.5,-0.5,0.0,0,0
449,51.50869,-0.10724,-1.5,1.0,2.0,,1.0,0.5,1.0,0,0
450,51.54827,-0.16847,0.0,1.0,1.5,,0.0,0.5,1.0,0,0
451,51.53549,-0.15828,-2.0,0.5,9.0,,-1.5,-1.5,-2.0,0,0
452,51.51228,-0.02879,-0.5,0.5,-0.5,,0.0,-0.5,-1.5,0,0
453,51.5342,-0.186,1.0,0.5,2.5,,-2.0,-0.5,0.0,0,0
454,51.53061,-0.20614,0.0,-3.0,1.5,,-1.0,0.5,0.0,0,0
455,51.55185,-0.14833,-0.5,0.0,3.5,,0.5,1.0,1.5,0,0
456,51.53191,-0.17841,0.0,1.5,-1.5,,0.0,0.0,0.0,0,0
457,51.55057,-0.17606,-1.5,1.5,0.5,,-1.0,-1.0,-1.0,0,0
458,51.50033,-0.0585,-1.0,-2.5,-0.5,,-0.5,0.0,0.0,0,0
459,51.49404,-0.02197,4.0,0.5,2.5,,4.0,3.0,3.5,0,0
460,51.4953,0.0057,-2.0,-0.5,-0.5,,-3.0,-3.5,-3.0,0,0
461,51.50167,-0.20125,1.5,2.5,2.0,,0.5,1.5,2.5,0,0
462,51.43653,-0.1197,3.0,-0.5,2.0,0.0,3.0,0.0,1.0,0,0
463,51.48308,-0.14524,1.0,-2.0,0.5,0.0,3.0,3.5,3.0,0,0
464,51.47108,-0.17494,-1.0,-1.5,-1.5,-0.5,-0.5,0.5,0.5,0,0
465,51.42553,-0.18461,2.0,6.5,4.5,9.0,1.5,1.5,1.5,0,0
466,51.47237,-0.14725,2.0,-1.5,-4.0,-5.0,0.5,1.0,1.5,0,0
467,51.55964,-0.03581,-2.0,,5.0,,-1.0,2.5,2.5,0,0
468,51.56089,-0.0081,-0.5,,-0.5,,0.0,-1.0,-0.5,0,0
469,51.45513,-0.17564,0.0,2.0,-1.5,1.5,0.5,1.0,1.0,0,0
470,51.5433,-0.04578,-0.5,,-1.0,,-2.0,-0.5,-1.5,0,0
471,51.47055,-0.07214,1.5,1.0,0.5,,1.0,0.5,0.5,0,0
472,51.46006,-0.06955,0.0,-2.0,-0.5,,2.0,0.0,0.5,0,0
473,51.54704,0.0373,-1.0,,-1.5,,-1.0,0.0,0.0,0,0
474,51.54827,0.06498,1.0,,0.5,,0.5,-0.5,1.0,0,0
475,51.5307,0.02731,0.0,,3.0,,0.0,0.5,1.0,0,0
476,51.55313,-0.12061,-0.5,-0.5,0.5,,1.0,0.0,1.5,0,0
477,51.5544,-0.09289,-1.5,-1.0,0.0,,-1.0,-0.5,-1.0,0,0
478,51.44005,-0.15789,-0.5,-1.0,0.5,-1.5,0.0,0.0,-1.0,0,0
479,51.42367,-0.16781,0.0,-1.0,1.0,2.0,0.0,0.0,0.5,0,0
480,51.54597,-0.16089,0.0,2.5,3.0,,0.5,0.0,0.5,0,0
481,51.5148,-0.03175,0.0,1.0,1.5,,0.0,0.5,0.5,0,0
482,51.52515,-0.20945,1.0,-1.5,1.5,,2.0,0.5,1.0,0,0
483,51.56948,-0.11065,0.0,,-1.0,,-0.5,0.0,-0.5,0,0
484,51.49403,-0.08028,1.5,0.5,1.0,,1.0,1.0,0.0,0,0
485,51.56821,-0.13838,1.0,,-1.5,,0.5,2.0,2.0,0,0
486,51.52961,-0.17083,-0.5,1.5,0.0,,0.5,0.0,0.0,0,0
487,51.50284,-0.06146,1.0,8.5,4.5,,-0.5,-0.5,-0.5,0,0
488,51.49656,-0.02492,-0.5,-1.0,1.0,,-0.5,-0.5,-0.5,0,0
489,51.49781,0.00275,0.5,2.5,-2.5,,0.5,0.0,0.0,0,0
490,51.43904,-0.12265,-1.5,-1.0,-2.0,-1.5,-1.0,-0.5,-1.5,0,0
491,51.54534,0.0587,0.5,,-0.5,,2.5,0.5,1.5,0,0
492,51.44033,-0.09499,-1.5,-1.0,-3.0,-3.0,0.0,0.0,-1.0,0,0
493,51.53656,0.03987,1.0,,-4.0,,1.0,0.5,0.5,0,0
494,51.48559,-0.1482,-0.5,0.0,-2.5,-2.5,-1.0,-1.0,-1.5,0,0
495,51.55725,0.08843,2.0,,0.0,,1.5,2.0,2.0,0,0
496,51.48687,-0.12051,-0.5,-1.0,-0.5,3.0,-1.0,0.0,0.5,0,0
497,51.55289,0.04986,3.0,,-2.5,,3.0,2.0,2.0,0,0
498,51.47359,-0.1779,-1.5,-1.5,0.0,-2.5,0.0,-0.5,-1.5,0,0
499,51.47489,-0.15021,-2.0,-1.0,-2.0,-3.5,-2.0,0.0,-0.5,0,0
500,51.56216,-0.03876,3.5,,0.0,,3.0,0.0,0.0,0,0
501,51.56341,-0.01106,0.5,,-3.0,,0.0,0.0,0.0,0,0
502,51.54581,-0.04873,0.0,,-0.5,,0.0,0.5,0.0,0,0
503,51.46888,-0.05074,0.5,-1.5,-2.0,,-1.0,0.0,-0.5,0,0
504,51.47306,-0.07509,0.0,0.5,-1.0,,0.0,-0.5,-0.5,0,0
505,51.46446,-0.08929,-0.5,1.5,-2.0,,0.0,1.0,1.0,0,0
506,51.54707,-0.02103,-1.5,,-1.0,,-1.0,-1.5,-2.5,0,0
507,51.48524,-0.04079,-1.5,-2.0,-0.5,,-1.5,0.0,-1.0,0,0
508,51.55796,-0.01438,0.5,,4.5,,0.5,1.5,2.5,0,0
509,51.47643,-0.0596,0.5,0.5,3.0,,-1.0,1.0,0.0,0,0
510,51.5477,-0.06554,0.0,2.0,-2.5,,-1.0,1.0,1.5,0,0
511,51.56844,-0.01696,0.0,,1.5,,1.5,1.0,0.5,0,0
512,51.47433,-0.04743,-1.5,-2.5,-1.5,,0.5,-1.5,-1.5,0,0
513,51.56404,-0.05557,0.0,,1.5,,0.5,-0.5,-0.5,0,0
514,51.46258,-0.07251,0.0,2.0,-0.5,,-0.5,0.0,-1.0,0,0
515,51.54955,0.03435,0.0,,0.0,,0.5,0.0,0.0,0,0
516,51.55079,0.06203,-0.5,,-0.5,,-1.0,0.0,-0.5,0,0
517,51.53322,0.02436,-1.5,,-1.0,,-1.5,0.5,0.5,0,0
518,51.53446,0.05204,0.0,,-1.5,,0.0,1.0,0.0,0,0
519,51.48142,-0.12382,-0.5,0.5,2.0,0.0,-0.5,0.5,-0.5,0,0
520,51.56886,-0.06611,-0.5,,1.5,,-0.5,0.0,-0.5,0,0
521,51.47697,-0.1624,1.5,1.5,3.0,-2.0,2.0,2.5,2.0,0,0
522,51.55564,-0.12357,0.0,2.0,-2.5,,0.0,0.5,-0.5,0,0
523,51.49779,-0.11388,1.5,-2.5,0.5,,-1.5,2.0,1.0,0,0
524,51.55691,-0.09585,1.5,0.5,-1.0,,-1.0,1.0,2.0,0,0
525,51.57044,0.08753,0.0,,-2.5,,0.0,0.0,0.0,0,0
526,51.48746,-0.16501,-0.5,-1.5,-1.5,3.0,0.0,-1.5,-1.5,0,0
527,51.44256,-0.16085,0.5,0.0,4.0,1.0,0.0,1.0,1.0,0,0
528,51.42618,-0.17077,0.0,2.5,-3.0,-1.5,0.0,0.0,-0.5,0,0
529,51.41131,-0.14842,0.5,0.5,1.5,3.0,0.0,1.0,1.5,0,0
530,51.53966,-0.18269,0.5,1.0,2.0,,0.5,2.0,2.5,0,0
531,51.54848,-0.16385,0.5,-1.0,-4.5,,0.5,1.0,0.0,0,0
532,51.50935,-0.03507,1.0,-2.0,2.0,,0.0,-2.5,-2.0,0,0
533,51.44091,-0.13944,1.5,0.5,-2.5,-1.5,1.5,-1.5,-0.5,0,0
534,51.52767,-0.21242,0.0,0.0,-2.0,,-1.0,0.0,0.0,0,0
535,51.50285,-0.00315,0.5,-2.5,-0.5,,1.5,0.0,0.0,0,0
536,51.53212,-0.17379,0.0,-1.5,-3.5,,-0.5,0.0,-0.5,0,0
537,51.49845,-0.04171,-0.5,3.0,2.0,,0.0,-1.5,-1.0,0,0
538,51.49173,-0.07271,0.5,-1.0,0.0,,-1.5,-0.5,0.5,0,0
539,51.51919,0.00682,0.5,,-1.0,,0.5,3.0,1.0,0,0
540,51.43358,-0.12596,1.0,0.5,3.0,3.5,1.0,1.5,2.0,0,0
541,51.51039,-0.012,-1.5,1.0,1.5,,-1.5,-2.0,-1.5,0,0
542,51.48013,-0.15151,1.5,-1.5,1.0,-1.5,1.5,1.0,2.0,0,0
543,51.48457,-0.11294,0.0,1.0,-1.0,1.5,-0.5,-1.0,-0.5,0,0
544,51.47259,-0.14264,0.0,-0.5,4.0,1.0,1.5,-0.5,-1.0,0,0
545,51.5611,-0.00349,0.0,,-3.0,,0.5,-0.5,-0.5,0,0
546,51.54037,-0.05206,0.0,3.0,-1.0,,-1.0,-1.5,-1.0,0,0
547,51.46761,-0.07841,1.5,1.0,3.5,,0.5,1.0,0.5,0,0
548,51.54476,-0.01346,1.5,,-2.0,,0.0,0.0,-0.5,0,0
549,51.47203,-0.03986,0.0,-3.5,0.5,,0.0,0.5,-0.5,0,0
550,51.54848,0.06959,0.5,,8.0,,1.0,3.0,1.5,0,0
551,51.51542,-0.07623,0.0,-2.0,3.5,,-2.0,-1.0,-1.0,0,0
552,51.52777,0.02104,0.5,,-1.5,,0.5,1.0,2.0,0,0
553,51.51099,-0.11482,-0.5,0.0,-5.5,,-0.5,-3.0,-2.0,0,0
554,51.53215,0.0596,0.5,,-2.5,,0.0,0.0,0.5,0,0
555,51.53177,-0.06627,1.0,-0.5,1.0,,0.0,-1.0,-1.5,0,0
556,51.56656,-0.05853,0.0,,-2.0,,-0.5,0.0,0.0,0,0
557,51.53169,-0.18304,0.0,-0.5,3.5,,0.5,0.0,0.0,0,0
558,51.55461,-0.08827,-1.5,1.5,1.5,,-1.5,-1.0,-1.0,0,0
559,51.54934,-0.14537,0.0,-1.0,-2.0,,-0.5,1.5,2.0,0,0
560,51.42072,-0.17408,0.0,-1.5,-0.5,-3.5,0.5,0.0,0.0,0,0
561,51.54806,-0.17309,-1.0,-0.5,0.0,,-1.0,-0.5,0.0,0,0
562,51.53736,-0.1751,3.0,2.5,-3.0,,2.5,-1.0,-0.5,0,0
563,51.51186,-0.03802,0.5,1.0,-4.0,,-0.5,1.0,0.0,0,0
564,51.52537,-0.20483,-0.5,2.0,-2.0,,-1.0,0.5,-0.5,0,0
565,51.49916,-0.19829,-0.5,1.0,-2.0,,-1.0,-1.5,-1.0,0,0
566,51.52666,-0.17711,0.5,0.5,2.0,,0.0,0.0,0.0,0,0
567,51.49424,-0.07566,-0.5,1.5,-1.5,,-1.0,-0.5,-1.0,0,0
568,51.49551,-0.04798,2.0,0.0,-2.5,,0.0,-0.5,-0.5,0,0
569,51.42301,-0.18165,3.5,3.5,1.5,4.5,2.5,4.0,3.0,0,0
570,51.49802,0.00736,-1.0,-1.5,-4.0,,-1.0,0.0,-1.0,0,0
571,51.4361,-0.12892,-0.5,0.0,-4.5,-3.0,-0.5,-2.0,-1.0,0,0
572,51.44054,-0.09038,0.5,1.5,-2.0,1.5,1.0,-1.0,-0.5,0,0
573,51.45262,-0.17268,0.5,4.0,3.0,2.5,-0.5,0.0,0.0,0,0
574,51.41972,-0.13885,-1.0,4.5,2.5,-3.5,-1.0,0.5,0.0,0,0
575,51.48265,-0.15447,0.0,-2.5,-1.0,-1.0,0.0,-0.5,0.0,0,0
576,51.48709,-0.11589,1.5,-1.5,4.0,,-0.5,0.0,1.0,0,0
577,51.46627,-0.16441,2.0,1.5,1.5,0.0,0.0,-0.5,0.0,0,0
578,51.4751,-0.14559,0.5,2.5,1.0,0.0,-1.0,1.0,1.0,0,0
579,51.57242,-0.04597,-2.0,,6.0,,-1.5,-1.0,-2.0,0,0
580,51.56361,-0.00644,-0.5,,1.0,,-0.5,-0.5,-1.0,0,0
581,51.54288,-0.05501,0.0,-2.5,-5.5,,-1.0,1.5,0.5,0,0
582,51.47012,-0.08137,0.5,-1.5,-0.5,,-0.5,-0.5,-0.5,0,0
583,51.54728,-0.01642,2.0,,3.5,,2.5,1.0,1.5,0,0
584,51.47454,-0.04281,0.5,1.0,-4.5,,-2.0,1.5,1.5,0,0
585,51.45376,-0.09131,-0.5,1.0,-3.0,-2.0,0.0,-0.5,-0.5,0,0
586,51.55982,0.02716,0.0,,3.5,,0.0,0.0,0.0,0,0
587,51.55099,0.06664,0.5,,-1.0,,1.5,0.0,0.5,0,0
588,51.53029,0.01809,0.0,,-4.0,,0.0,-0.5,0.0,0,0
589,51.5657,-0.13541,0.5,,-5.5,,0.5,1.5,1.0,0,0
590,51.53466,0.05665,-0.5,,1.0,,0.0,0.0,-1.0,0,0
591,51.56907,-0.06149,-0.5,,-1.0,,0.0,-1.0,-1.0,0,0
592,51.54831,-0.11007,-1.0,-2.0,0.0,,-1.0,-1.5,-1.5,0,0
593,51.55712,-0.09123,-0.5,-2.0,-1.0,,2.0,-1.0,-0.5,0,0
594,51.43524,-0.14736,-1.0,-2.5,-2.0,-4.0,-0.5,-0.5,0.0,0,0
595,51.54283,0.06165,-1.0,,-1.5,,-1.0,1.0,0.5,0,0
596,51.42323,-0.17704,-1.0,2.0,2.5,0.0,-1.0,-1.0,-0.5,0,0
597,51.49938,-0.19367,-2.0,1.0,-3.0,,0.0,-1.0,-0.5,0,0
598,51.53987,-0.17806,-0.5,-2.0,2.0,,-1.5,0.0,0.5,0,0
599,51.55473,0.09137,1.0,,2.5,,1.0,0.0,1.0,0,0
600,51.54116,-0.15034,3.5,7.0,2.0,,2.0,2.0,2.5,0,0
601,51.55038,0.0528,0.5,,5.0,,0.0,1.0,1.0,0,0
602,51.50956,-0.03045,-0.5,-1.5,-2.0,,0.0,-1.0,-1.0,0,0
603,51.52788,-0.2078,1.5,-1.5,-2.0,,0.0,0.0,0.5,0,0
604,51.52918,-0.18007,1.0,-0.5,-2.0,,-0.5,1.0,0.0,0,0
605,51.48879,-0.07898,-0.5,-0.5,-1.5,,-2.0,0.0,-0.5,0,0
606,51.4932,-0.04042,1.5,-3.0,2.0,,1.5,1.0,1.5,0,0
607,51.46636,-0.04779,1.0,3.5,1.0,,0.5,-0.5,-1.0,0,0
608,51.4338,-0.12135,0.5,0.0,-1.0,-2.5,0.0,-0.5,-1.5,0,0
609,51.46194,-0.08634,1.5,-1.0,2.0,,0.5,0.0,0.5,0,0
610,51.41742,-0.13128,0.0,-1.0,1.0,1.5,0.0,-0.5,0.0,0,0
611,51.48272,-0.03783,2.0,-1.5,3.0,,3.0,0.0,-0.5,0,0
612,51.55544,-0.01143,1.0,,-6.0,,1.0,0.0,-1.0,0,0
613,51.48035,-0.1469,0.0,1.0,2.5,-3.0,-1.5,-0.5,-1.0,0,0
614,51.48163,-0.11921,0.5,-1.0,1.5,0.5,1.0,1.5,1.5,0,0
615,51.56592,-0.01401,0.0,,-0.5,,1.0,0.5,0.0,0,0
616,51.46397,-0.15683,0.5,0.0,2.5,0.5,0.0,0.5,0.0,0,0
617,51.56153,-0.05262,0.0,,1.0,,0.0,1.0,0.5,0,0
618,51.57012,-0.03839,-0.5,,1.5,,0.0,0.0,0.5,0,0
619,51.54057,-0.04744,3.0,,1.5,,1.5,2.0,1.0,0,0
620,51.46782,-0.0738,0.0,0.0,-1.0,,-1.0,0.5,-0.5,0,0
621,51.54183,-0.01974,-0.5,,3.0,,-1.5,-1.5,-1.5,0,0
622,51.46909,-0.04613,-1.0,-2.0,3.5,,-1.0,-0.5,0.5,0,0
623,51.4789,-0.12086,-1.0,-1.5,3.5,1.0,1.0,-0.5,0.5,0,0
624,51.45146,-0.08375,2.0,-1.5,1.0,-3.5,2.0,1.0,0.5,0,0
625,51.47446,-0.15944,-1.0,-0.5,2.0,2.0,-2.0,-2.0,-1.5,0,0
